epoch,critic_loss,actor_loss,q1_loss,q2_loss,cost_loss,cql_q1,cql_q2,expected_reward_lcb,expected_inad_cost,expected_immediate_cost,expected_support_cost,expected_smooth_cost,expected_uncertainty_cost,exact_soft_inadmissibility_rate,measured_support,measured_smooth,measured_uncertainty,lambda_inad,lambda_support,lambda_smooth,lambda_uncertainty,lagrange,cost_budget,uses_action_mask,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert
1,4.1992011070251465,0.37410032749176025,0.03993714600801468,0.042423613369464874,0.8237480521202087,3.2988154888153076,3.2873692512512207,-0.05244060605764389,0.088962122797966,2.6971609399817494e-18,0.3136243224143982,0.05403902009129524,0.0829392597079277,2.6971609399817494e-18,0.3136243224143982,0.05403902009129524,0.0829392597079277,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
2,4.105852127075195,0.30190253257751465,0.035925544798374176,0.03831152617931366,0.8090869188308716,3.236326217651367,3.2087299823760986,-0.0019058475736528635,0.08731461316347122,2.42481006893744e-18,0.29178664088249207,0.05200366675853729,0.08447962254285812,2.42481006893744e-18,0.29178664088249207,0.05200366675853729,0.08447962254285812,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
3,4.013716697692871,0.22694642841815948,0.03350973501801491,0.03565889969468117,0.7919115424156189,3.1782145500183105,3.127058744430542,0.0547514371573925,0.08921387046575546,2.1734530418397263e-18,0.273007333278656,0.05019204318523407,0.0890953317284584,2.1734530418397263e-18,0.273007333278656,0.05019204318523407,0.0890953317284584,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
4,3.9208853244781494,0.14601865410804749,0.03331662714481354,0.035390377044677734,0.7725238800048828,3.1097517013549805,3.0495572090148926,0.11695104092359543,0.08840634673833847,1.9352107565588878e-18,0.25419244170188904,0.048440635204315186,0.08975736796855927,1.9352107565588878e-18,0.25419244170188904,0.048440635204315186,0.08975736796855927,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
5,3.832258939743042,0.07260024547576904,0.033913325518369675,0.03566959872841835,0.750931441783905,3.049267292022705,2.974221706390381,0.17620839178562164,0.09967886656522751,1.7351366526927773e-18,0.2392386943101883,0.04703020304441452,0.09751663357019424,1.7351366526927773e-18,0.2392386943101883,0.04703020304441452,0.09751663357019424,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
6,3.7362661361694336,-0.008031784556806087,0.03701486811041832,0.03854621574282646,0.7255234122276306,2.974656581878662,2.89570689201355,0.24342983961105347,0.106209896504879,1.548464529111251e-18,0.22562256455421448,0.0457567535340786,0.09941044449806213,1.548464529111251e-18,0.22562256455421448,0.0457567535340786,0.09941044449806213,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
7,3.637212038040161,-0.09399829059839249,0.042655330151319504,0.04531056806445122,0.6963207721710205,2.8994901180267334,2.8063607215881348,0.3166793882846832,0.11811293661594391,1.3755292905648163e-18,0.21223382651805878,0.04449131339788437,0.10596484690904617,1.3755292905648163e-18,0.21223382651805878,0.04449131339788437,0.10596484690904617,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
8,3.536069631576538,-0.18299123644828796,0.05188450962305069,0.05413602665066719,0.6635938882827759,2.814162492752075,2.718747854232788,0.39375510811805725,0.13197021186351776,1.216196106613627e-18,0.19998523592948914,0.04329559579491615,0.10912206023931503,1.216196106613627e-18,0.19998523592948914,0.04329559579491615,0.10912206023931503,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
9,3.438755512237549,-0.2751845419406891,0.065370574593544,0.0670909434556961,0.6286225318908691,2.724581003189087,2.6307621002197266,0.47630247473716736,0.13956806063652039,1.076520249534301e-18,0.19008412957191467,0.04238704591989517,0.11153458803892136,1.076520249534301e-18,0.19008412957191467,0.04238704591989517,0.11153458803892136,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
10,3.343486785888672,-0.37733715772628784,0.08003129810094833,0.08191555738449097,0.5920918583869934,2.6373562812805176,2.541539430618286,0.5689217448234558,0.14899633824825287,9.44627438236063e-19,0.1801144778728485,0.0414881557226181,0.11575695127248764,1.0055332477585772e-18,0.17731045186519623,0.04119971767067909,0.11096549779176712,0.0,0.0,0.0,0.0,0.0,0.0001,False,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6979547739028931,1.0055332477585772e-18,0.6979547739028931,0.1229148805141449,0.03305451571941376
