epoch,critic_loss,actor_loss,q1_loss,q2_loss,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert
1,0.04008889198303223,-0.019483473151922226,0.020680846646428108,0.01940804533660412,,,,,,,,,,,,,,
2,0.032435644418001175,-0.026630844920873642,0.016540352255105972,0.015895292162895203,,,,,,,,,,,,,,
3,0.02696686051785946,-0.031840454787015915,0.013575213961303234,0.013391646556556225,,,,,,,,,,,,,,
4,0.0246117040514946,-0.035338860005140305,0.012123568914830685,0.012488134205341339,,,,,,,,,,,,,,
5,0.022758740931749344,-0.03901191055774689,0.011110707186162472,0.011648032814264297,,,,,,,,,,,,,,
6,0.02141646295785904,-0.04172392189502716,0.01041324995458126,0.011003213934600353,,,,,,,,,,,,,,
7,0.020831312984228134,-0.044449333101511,0.010054165497422218,0.010777146555483341,,,,,,,,,,,,,,
8,0.0196392685174942,-0.04819585755467415,0.00952231977134943,0.010116948746144772,,,,,,,,,,,,,,
9,0.01918928697705269,-0.05119254067540169,0.009218662045896053,0.00997062399983406,,,,,,,,,,,,,,
10,0.01845039241015911,-0.05501890182495117,0.008982966654002666,0.009467425756156445,,,,,,,,,,,,,,
11,0.017840545624494553,-0.057887401431798935,0.00864489283412695,0.009195652790367603,,,,,,,,,,,,,,
12,0.017186777666211128,-0.06094978377223015,0.008387465961277485,0.008799311704933643,,,,,,,,,,,,,,
13,0.01669042371213436,-0.06354653090238571,0.008131866343319416,0.008558557368814945,,,,,,,,,,,,,,
14,0.01620601862668991,-0.066346675157547,0.007911866530776024,0.008294152095913887,,,,,,,,,,,,,,
15,0.016051847487688065,-0.06937702745199203,0.007829799316823483,0.008222047239542007,,,,,,,,,,,,,,
16,0.015637820586562157,-0.07199711352586746,0.007675139233469963,0.007962681353092194,,,,,,,,,,,,,,
17,0.015325721353292465,-0.07475510239601135,0.007478012703359127,0.007847708649933338,,,,,,,,,,,,,,
18,0.01498076319694519,-0.0771169364452362,0.007336778566241264,0.007643984630703926,,,,,,,,,,,,,,
19,0.014758748933672905,-0.07936994731426239,0.0072169797495007515,0.007541769649833441,,,,,,,,,,,,,,
20,0.0145352091640234,-0.08227065205574036,0.007125773001462221,0.007409436162561178,,,,,,,,,,,,,,
21,0.014355313032865524,-0.08467388153076172,0.0070470417849719524,0.0073082707822322845,,,,,,,,,,,,,,
22,0.01406801026314497,-0.08763618767261505,0.006946379318833351,0.007121630944311619,,,,,,,,,,,,,,
23,0.01395651325583458,-0.08991903811693192,0.006872565485537052,0.00708394730463624,,,,,,,,,,,,,,
24,0.01374032162129879,-0.09355292469263077,0.006765369325876236,0.006974952761083841,,,,,,,,,,,,,,
25,0.013713361695408821,-0.09530405700206757,0.006797298789024353,0.006916062440723181,,,,,,,,,,,,,,
26,0.013501396402716637,-0.09718973189592361,0.006663281004875898,0.006838115863502026,,,,,,,,,,,,,,
27,0.013630425557494164,-0.09940455108880997,0.006712596397846937,0.006917828693985939,,,,,,,,,,,,,,
28,0.013155807740986347,-0.10183201730251312,0.00652143731713295,0.006634370423853397,,,,,,,,,,,,,,
29,0.013008426874876022,-0.10434924811124802,0.006489688530564308,0.0065187388099730015,,,,,,,,,,,,,,
30,0.01299951784312725,-0.10608625411987305,0.006459909491240978,0.006539607886224985,,,,,,,,,,,,,,
31,0.012985522858798504,-0.10733906179666519,0.006420725956559181,0.006564796902239323,,,,,,,,,,,,,,
32,0.012966552749276161,-0.10961148887872696,0.00644122576341033,0.006525327451527119,,,,,,,,,,,,,,
33,0.012685034424066544,-0.11140946298837662,0.006287455093115568,0.006397578865289688,,,,,,,,,,,,,,
34,0.012599902227520943,-0.11359898000955582,0.0062783691100776196,0.006321532651782036,,,,,,,,,,,,,,
35,0.012513572350144386,-0.11547256261110306,0.006193556357175112,0.006320015527307987,,,,,,,,,,,,,,
36,0.012409215793013573,-0.11782781779766083,0.006145752500742674,0.006263463757932186,,,,,,,,,,,,,,
37,0.012239811010658741,-0.12028013169765472,0.006101902574300766,0.006137908436357975,,,,,,,,,,,,,,
38,0.01227896474301815,-0.12292801588773727,0.006070119794458151,0.006208845414221287,,,,,,,,,,,,,,
39,0.012156674638390541,-0.12329163402318954,0.006039713975042105,0.006116960197687149,,,,,,,,,,,,,,
40,0.012073816731572151,-0.12636053562164307,0.005975487641990185,0.006098328623920679,,,,,,,,,,,,,,
41,0.011864711530506611,-0.12896353006362915,0.005909566767513752,0.005955144762992859,,,,,,,,,,,,,,
42,0.0118748489767313,-0.13066738843917847,0.005925112869590521,0.0059497361071407795,,,,,,,,,,,,,,
43,0.011990321800112724,-0.13299189507961273,0.005940615199506283,0.006049707066267729,,,,,,,,,,,,,,
44,0.011760471388697624,-0.13553152978420258,0.005852012429386377,0.0059084584936499596,,,,,,,,,,,,,,
45,0.01175818033516407,-0.1359630823135376,0.00582203920930624,0.00593614112585783,,,,,,,,,,,,,,
46,0.011607160791754723,-0.1361827701330185,0.005760469473898411,0.0058466908521950245,,,,,,,,,,,,,,
47,0.011493193916976452,-0.13946130871772766,0.005709441378712654,0.005783752538263798,,,,,,,,,,,,,,
48,0.011652592569589615,-0.1388029009103775,0.005778095219284296,0.005874497350305319,,,,,,,,,,,,,,
49,0.011609403416514397,-0.1405954360961914,0.005775933153927326,0.0058334702625870705,,,,,,,,,,,,,,
50,0.011374251917004585,-0.14216348528862,0.005640712566673756,0.005733538884669542,,,,,,,,,,,,,,
51,0.011323640123009682,-0.14453192055225372,0.005631510633975267,0.005692129489034414,,,,,,,,,,,,,,
52,0.011396272107958794,-0.14560379087924957,0.005642812233418226,0.005753459874540567,,,,,,,,,,,,,,
53,0.0112580806016922,-0.14769312739372253,0.005607310216873884,0.0056507703848183155,,,,,,,,,,,,,,
54,0.011210544034838676,-0.14853449165821075,0.0055505987256765366,0.005659945774823427,,,,,,,,,,,,,,
55,0.01130357664078474,-0.15176457166671753,0.005622051656246185,0.005681524984538555,,,,,,,,,,,,,,
56,0.011223075911402702,-0.151448592543602,0.005571343470364809,0.005651732441037893,,,,,,,,,,,,,,
57,0.011256624013185501,-0.15279322862625122,0.005582652986049652,0.005673971492797136,,,,,,,,,,,,,,
58,0.011016893200576305,-0.153058722615242,0.005473956000059843,0.005542937200516462,,,,,,,,,,,,,,
59,0.010923076421022415,-0.15504902601242065,0.0054391901940107346,0.005483886227011681,,,,,,,,,,,,,,
60,0.010869588702917099,-0.15649031102657318,0.005409258883446455,0.005460330285131931,,,,,,,,,,,,,,
61,0.010965181514620781,-0.15926674008369446,0.0054569062776863575,0.005508275702595711,,,,,,,,,,,,,,
62,0.010801195167005062,-0.1603468656539917,0.005377214401960373,0.005423980765044689,,,,,,,,,,,,,,
63,0.010862103663384914,-0.1626286804676056,0.005409055855125189,0.005453047808259726,,,,,,,,,,,,,,
64,0.010781044140458107,-0.16275277733802795,0.005375620909035206,0.005405422765761614,,,,,,,,,,,,,,
65,0.010674921795725822,-0.16330654919147491,0.005331702530384064,0.005343219731003046,,,,,,,,,,,,,,
66,0.010758775286376476,-0.16446787118911743,0.005362027790397406,0.005396747495979071,,,,,,,,,,,,,,
67,0.01050433237105608,-0.16630123555660248,0.005244703963398933,0.0052596284076571465,,,,,,,,,,,,,,
68,0.010650798678398132,-0.168108269572258,0.005305849015712738,0.005344949662685394,,,,,,,,,,,,,,
69,0.010322815738618374,-0.16793222725391388,0.005131160840392113,0.005191654898226261,,,,,,,,,,,,,,
70,0.010405543260276318,-0.1682397425174713,0.005186067428439856,0.005219475831836462,,,,,,,,,,,,,,
71,0.010257485322654247,-0.16981947422027588,0.0051314951851964,0.005125990137457848,,,,,,,,,,,,,,
72,0.010252125561237335,-0.17266060411930084,0.005126458592712879,0.005125667434185743,,,,,,,,,,,,,,
73,0.010366728529334068,-0.17425091564655304,0.005158734507858753,0.005207994021475315,,,,,,,,,,,,,,
74,0.010296467691659927,-0.17810885608196259,0.005114785861223936,0.005181682296097279,,,,,,,,,,,,,,
75,0.01008612010627985,-0.17757678031921387,0.005034363362938166,0.005051756743341684,,,,,,,,,,,,,,
76,0.01011524349451065,-0.17812596261501312,0.005039428360760212,0.005075815599411726,,,,,,,,,,,,,,
77,0.010152292437851429,-0.18084938824176788,0.005052085500210524,0.005100206937640905,,,,,,,,,,,,,,
78,0.010231103748083115,-0.1812082976102829,0.005069328937679529,0.0051617748104035854,,,,,,,,,,,,,,
79,0.009979111142456532,-0.18271209299564362,0.004998127464205027,0.004980983678251505,,,,,,,,,,,,,,
80,0.010066715069115162,-0.18279781937599182,0.005022495519369841,0.005044219549745321,,,,,,,,,,,,,,
81,0.009880056604743004,-0.18319839239120483,0.004927655681967735,0.004952401388436556,,,,,,,,,,,,,,
82,0.009822597727179527,-0.1836036592721939,0.0049114529974758625,0.004911144729703665,,,,,,,,,,,,,,
83,0.010136907920241356,-0.185601606965065,0.00504314387217164,0.005093764513731003,,,,,,,,,,,,,,
84,0.010004965588450432,-0.18815331161022186,0.004965802188962698,0.005039163865149021,,,,,,,,,,,,,,
85,0.009593170136213303,-0.19072173535823822,0.004777195863425732,0.004815974272787571,,,,,,,,,,,,,,
86,0.00975512620061636,-0.19005443155765533,0.004876871593296528,0.004878254607319832,,,,,,,,,,,,,,
87,0.009547630324959755,-0.192802295088768,0.00476475665345788,0.004782873205840588,,,,,,,,,,,,,,
88,0.009619235061109066,-0.19452708959579468,0.004799468442797661,0.004819766618311405,,,,,,,,,,,,,,
89,0.009507485665380955,-0.193444162607193,0.004740895237773657,0.004766590427607298,,,,,,,,,,,,,,
90,0.009348006919026375,-0.19579458236694336,0.004652518313378096,0.004695488605648279,,,,,,,,,,,,,,
91,0.009449465200304985,-0.19686926901340485,0.004717113915830851,0.004732350818812847,,,,,,,,,,,,,,
92,0.009336978197097778,-0.1966649442911148,0.004671285394579172,0.004665692802518606,,,,,,,,,,,,,,
93,0.009379495866596699,-0.19807618856430054,0.004677383694797754,0.0047021121717989445,,,,,,,,,,,,,,
94,0.009509139694273472,-0.19972507655620575,0.004725800361484289,0.004783339332789183,,,,,,,,,,,,,,
95,0.009336832910776138,-0.20202594995498657,0.004655859433114529,0.00468097347766161,,,,,,,,,,,,,,
96,0.009488405659794807,-0.20526303350925446,0.004698080010712147,0.004790325183421373,,,,,,,,,,,,,,
97,0.009129829704761505,-0.2053176909685135,0.004538413602858782,0.004591416101902723,,,,,,,,,,,,,,
98,0.009047839790582657,-0.2075713723897934,0.004518595989793539,0.004529243800789118,,,,,,,,,,,,,,
99,0.009221362881362438,-0.20590175688266754,0.00458737276494503,0.004633990116417408,,,,,,,,,,,,,,
100,0.008954936638474464,-0.20806884765625,0.0044706352055072784,0.004484301898628473,,,,,,,,,,,,,,
101,0.009379049763083458,-0.2074478268623352,0.004630579147487879,0.004748470149934292,,,,,,,,,,,,,,
102,0.008779691532254219,-0.21037590503692627,0.004377027507871389,0.004402663558721542,,,,,,,,,,,,,,
103,0.00883796252310276,-0.2126968801021576,0.0043945154175162315,0.004443447105586529,,,,,,,,,,,,,,
104,0.009057127870619297,-0.21399042010307312,0.0045057074166834354,0.004551420453935862,,,,,,,,,,,,,,
105,0.008906318806111813,-0.21429650485515594,0.004425802733749151,0.004480516072362661,,,,,,,,,,,,,,
106,0.008591288700699806,-0.2151525914669037,0.004272508900612593,0.0043187798000872135,,,,,,,,,,,,,,
107,0.008937818929553032,-0.2160985767841339,0.004446884151548147,0.004490934312343597,,,,,,,,,,,,,,
