epoch,critic_loss,actor_loss,q1_loss,q2_loss,cost_loss,cql_q1,cql_q2,expected_immediate_cost,expected_cost_to_go,cost_budget,lagrange,expert_kl,smoothness,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert,trajectory_mean_action_jump,trajectory_normalised_action_jump
1,0.9818732142448425,0.04563743248581886,0.019120002165436745,0.017125867307186127,0.0037805414758622646,0.9421020150184631,0.9415915608406067,0.0,0.024208150804042816,0.0,0.0,0.06210169196128845,0.13010579347610474,,,,,,,,,,,,,,,,
2,0.9655612707138062,0.02640015073120594,0.012743129394948483,0.011266203597187996,0.002496136585250497,0.93974769115448,0.9383638501167297,0.0,0.01796320080757141,0.0,0.0,0.0618474967777729,0.1288415491580963,,,,,,,,,,,,,,,,
3,0.9570225477218628,0.011315963231027126,0.009757758118212223,0.008278795517981052,0.0017315890872851014,0.9381447434425354,0.9363641142845154,0.0,0.013929568231105804,0.0,0.0,0.0620642714202404,0.12785311043262482,,,,,,,,,,,,,,,,
4,0.952751874923706,0.0002314304729225114,0.008290122263133526,0.006945978384464979,0.0013310727663338184,0.9369909167289734,0.9353784918785095,0.0,0.011349273845553398,0.0,0.0,0.062405601143836975,0.126994788646698,,,,,,,,,,,,,,,,
5,0.9506446123123169,-0.00890007708221674,0.00784178264439106,0.006635779514908791,0.0011584233725443482,0.9357383251190186,0.9342790246009827,0.0,0.008234650827944279,0.0,0.0,0.06231386214494705,0.12661877274513245,,,,,,,,,,,,,,,,
6,0.9493781328201294,-0.014483621343970299,0.007580396253615618,0.006583284121006727,0.001105489325709641,0.9351629614830017,0.9330549836158752,0.0,0.006588560063391924,0.0,0.0,0.06173442676663399,0.12617231905460358,,,,,,,,,,,,,,,,
7,0.9484626650810242,-0.021164409816265106,0.007312995847314596,0.006538913585245609,0.0010534926550462842,0.934414267539978,0.9327002167701721,0.0,0.005696599371731281,0.0,0.0,0.06190124526619911,0.12607425451278687,,,,,,,,,,,,,,,,
8,0.9469048380851746,-0.02289235219359398,0.006730746477842331,0.006245381198823452,0.0010553414467722178,0.9336128234863281,0.9321339130401611,0.0,0.0049627358093857765,0.0,0.0,0.06146780401468277,0.12619362771511078,,,,,,,,,,,,,,,,
9,0.9452609419822693,-0.02568797394633293,0.006155814975500107,0.006031016353517771,0.0010433327406644821,0.932855486869812,0.9312061667442322,0.0,0.005015537142753601,0.0,0.0,0.061425138264894485,0.1262839138507843,,,,,,,,,,,,,,,,
10,0.9440521597862244,-0.025848552584648132,0.005654815584421158,0.005514709744602442,0.0010131002636626363,0.9325206875801086,0.9312182664871216,0.0,0.0048483386635780334,0.0,0.0,0.06106163188815117,0.12661348283290863,,,,,,,,,,,,,,,,
11,0.9425691962242126,-0.02511509507894516,0.00512429466471076,0.005085896700620651,0.0009812607895582914,0.9319824576377869,0.930773138999939,0.0,0.005124394316226244,0.0,0.0,0.06149071082472801,0.12678423523902893,,,,,,,,,,,,,,,,
