variant,best_seed,survival_rate,inadmissibility_rate,soft_inadmissibility_rate,avg_return,soft_avg_return,expert_argmax_match,mean_kl_to_expert,policy_entropy,soft_policy_entropy,cost_budget,lagrange,lambda_inad,lambda_support,lambda_smooth,lambda_uncertainty,uses_action_mask,use_certified_nudging,barrier_weight,support_weight,rho_cost
full_rc,44,0.7039822936058044,0.0,8.270425830989945e-19,0.7039822936058044,0.6978853940963745,0.964486837387085,1.4803690910339355,-0.0,0.11660369485616684,0.0001,0.0,0.0,0.0,0.0,0.0,False,True,25.0,1.0,1.0
no_lambda_updates,44,0.7039822936058044,0.0,8.270425830989945e-19,0.7039822936058044,0.6978853940963745,0.964486837387085,1.4803690910339355,-0.0,0.11660369485616684,0.0001,0.0,0.0,0.0,0.0,0.0,False,True,25.0,1.0,1.0
no_barrier,44,0.7039822936058044,0.0,5.9536676509356634e-08,0.7039822936058044,0.6978849172592163,0.964486837387085,1.4803690910339355,-0.0,0.11660487949848175,0.0001,0.0,0.0,0.0,0.0,0.0,False,True,0.0,1.0,1.0
no_certified_nudging,42,0.7010826468467712,0.0,7.96466391248479e-22,0.7010826468467712,0.7005860209465027,1.0,0.9083240628242493,-0.0,0.0030077784322202206,0.0001,0.0,0.0,0.0,0.0,0.0,False,False,25.0,1.0,1.0
no_support_lambda,44,0.7039822936058044,0.0,8.270425830989945e-19,0.7039822936058044,0.6978853940963745,0.964486837387085,1.4803690910339355,-0.0,0.11660369485616684,0.0001,0.0,0.0,0.0,0.0,0.0,False,True,25.0,1.0,1.0
no_cost_ucb,42,0.7010826468467712,0.0,4.295730408925695e-22,0.7010826468467712,0.701069712638855,1.0,0.9083240628242493,-0.0,0.0006838089320808649,0.0001,0.0,0.0,0.0,0.0,0.0,False,True,25.0,1.0,0.0
lambda_only_no_mask,42,0.7001627683639526,0.0,9.426411112143626e-05,0.7001627683639526,0.700135350227356,0.9978345632553101,0.9168972969055176,-0.0,0.0014836976770311594,0.0001,0.08537431629205512,0.08537431629205512,0.0,0.0,0.0,False,False,0.0,0.0,1.0
