epoch,critic_loss,actor_loss,q1_loss,q2_loss,cost_loss,expected_cost,lagrange,expert_kl,smoothness,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert
1,1.7963509559631348,0.07132548838853836,0.027255166321992874,0.026265114545822144,0.00509863393381238,0.05305925011634827,1.0611850023269654e-05,1.3463103771209717,0.27155423164367676,,,,,,,,,,,,,,
2,1.7233054637908936,0.0727982223033905,0.022877592593431473,0.020016921684145927,0.004241741728037596,0.04553639888763428,1.971912980079651e-05,1.329393982887268,0.2723935544490814,,,,,,,,,,,,,,
3,1.6634188890457153,0.07422903180122375,0.020482469350099564,0.019441921263933182,0.0035843555815517902,0.04221491515636444,2.8162112832069397e-05,1.3128421306610107,0.27277618646621704,,,,,,,,,,,,,,
4,1.611918568611145,0.07518036663532257,0.02328430488705635,0.02251543663442135,0.003526579588651657,0.037459418177604675,3.565399646759033e-05,1.2862601280212402,0.27203169465065,,,,,,,,,,,,,,
5,1.5690698623657227,0.07726520299911499,0.025786997750401497,0.028361011296510696,0.003462465712800622,0.03417130187153816,4.248825684189797e-05,1.262947678565979,0.270934134721756,,,,,,,,,,,,,,
6,1.532126784324646,0.07510378956794739,0.03412506729364395,0.03830631822347641,0.003192357951775193,0.03157810494303703,4.8803877830505375e-05,1.2370333671569824,0.26932087540626526,,,,,,,,,,,,,,
7,1.5039973258972168,0.07349999994039536,0.04520159959793091,0.05489302799105644,0.003211255418136716,0.029108373448252678,5.462555252015591e-05,1.207685112953186,0.26834869384765625,,,,,,,,,,,,,,
8,1.4805288314819336,0.06522195786237717,0.05806108936667442,0.07103651762008667,0.0033012761268764734,0.02695733867585659,6.0017020255327226e-05,1.1778801679611206,0.2656528055667877,,,,,,,,,,,,,,
9,1.4654381275177002,0.0553191676735878,0.07462107390165329,0.0895286574959755,0.0031893616542220116,0.02585211768746376,6.518744379281998e-05,1.151491641998291,0.2638505697250366,,,,,,,,,,,,,,
10,1.4569365978240967,0.03947355970740318,0.08975980430841446,0.10901907831430435,0.002989692846313119,0.025610804557800293,7.030960470438004e-05,1.1164058446884155,0.2607714533805847,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.49640193581581116,0.0,0.49640193581581116,1.6240513324737549,1.140782356262207
11,1.4492835998535156,0.023369841277599335,0.10585493594408035,0.12410856783390045,0.0027351954486221075,0.025013800710439682,7.531236484646798e-05,1.0882384777069092,0.2584027647972107,,,,,,,,,,,,,,
12,1.4425415992736816,0.001365829142741859,0.11748766899108887,0.13558180630207062,0.0029036239720880985,0.024177154526114464,8.014779575169088e-05,1.0558503866195679,0.2551437318325043,,,,,,,,,,,,,,
13,1.4341241121292114,-0.019406132400035858,0.1274535059928894,0.14385075867176056,0.0027233243454247713,0.024365313351154327,8.502085842192174e-05,1.0205063819885254,0.2510819137096405,,,,,,,,,,,,,,
14,1.425234317779541,-0.040465231984853745,0.13363413512706757,0.14254450798034668,0.002629044931381941,0.025819702073931694,9.018479883670809e-05,0.9934738278388977,0.2484232634305954,,,,,,,,,,,,,,
15,1.4278712272644043,-0.06648972630500793,0.14017851650714874,0.1453029066324234,0.0024873248767107725,0.02864772640168667,9.591434411704542e-05,0.9585743546485901,0.24433007836341858,,,,,,,,,,,,,,
16,1.4118314981460571,-0.08297394961118698,0.13864606618881226,0.1416601538658142,0.0023444031830877066,0.03128563612699509,0.00010217147134244444,0.9307664036750793,0.24083475768566132,,,,,,,,,,,,,,
17,1.4035359621047974,-0.1034056767821312,0.13703757524490356,0.13520626723766327,0.0021739208605140448,0.03371114656329155,0.00010891370065510275,0.89449542760849,0.23606324195861816,,,,,,,,,,,,,,
18,1.3976964950561523,-0.12140437960624695,0.1341830939054489,0.12858134508132935,0.002273267600685358,0.03720437362790108,0.00011635457538068296,0.8588738441467285,0.23148073256015778,,,,,,,,,,,,,,
19,1.3932477235794067,-0.13864728808403015,0.12993915379047394,0.12328183650970459,0.0021594385616481304,0.03847229853272438,0.00012404903508722785,0.826250433921814,0.2269287407398224,,,,,,,,,,,,,,
20,1.3853874206542969,-0.14854077994823456,0.1270976960659027,0.11799713224172592,0.002149048959836364,0.03879108279943466,0.00013180725164711477,0.7922337651252747,0.2222016602754593,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.5406582951545715,0.0,0.5406582951545715,1.5432522296905518,0.8364592790603638
21,1.3809447288513184,-0.15860769152641296,0.12336959689855576,0.1143723651766777,0.002085039857774973,0.03847412392497063,0.0001395020764321089,0.7623279690742493,0.217466339468956,,,,,,,,,,,,,,
22,1.375840425491333,-0.176212877035141,0.11400282382965088,0.10675176978111267,0.001995397498831153,0.03722260519862175,0.00014694659747183325,0.7238816022872925,0.21145053207874298,,,,,,,,,,,,,,
23,1.3752542734146118,-0.1903156042098999,0.11366048455238342,0.10598982870578766,0.00198768125846982,0.03943130001425743,0.00015483285747468475,0.6894964575767517,0.20627228915691376,,,,,,,,,,,,,,
24,1.3677494525909424,-0.19519378244876862,0.10938245058059692,0.10126449912786484,0.0018887266051024199,0.03424884378910065,0.00016168262623250489,0.6630441546440125,0.2015329897403717,,,,,,,,,,,,,,
25,1.365316390991211,-0.20975255966186523,0.10666322708129883,0.0994734838604927,0.0017979744588956237,0.03196140378713608,0.0001680749069899321,0.6269930601119995,0.19489654898643494,,,,,,,,,,,,,,
26,1.3606780767440796,-0.22458234429359436,0.10523200035095215,0.09842675179243088,0.0017594849923625588,0.03108425997197628,0.00017429175898432735,0.5928599238395691,0.18920591473579407,,,,,,,,,,,,,,
27,1.3590898513793945,-0.23760049045085907,0.10284557193517685,0.09818863868713379,0.0017558507388457656,0.0295412614941597,0.0001802000112831593,0.5645923614501953,0.18357981741428375,,,,,,,,,,,,,,
28,1.3563323020935059,-0.2588556706905365,0.10609476268291473,0.10366419702768326,0.0017466823337599635,0.02723805233836174,0.00018564762175083164,0.5306691527366638,0.1771267056465149,,,,,,,,,,,,,,
29,1.3562067747116089,-0.26941701769828796,0.10713345557451248,0.10679735988378525,0.0017556287348270416,0.02550639398396015,0.00019074890054762367,0.5077499747276306,0.1720854640007019,,,,,,,,,,,,,,
30,1.3517162799835205,-0.29103827476501465,0.11233384162187576,0.11157811433076859,0.00159444788005203,0.028244998306035995,0.00019639790020883086,0.4773845076560974,0.16616669297218323,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.5972434282302856,0.0,0.5972434282302856,1.30576753616333,0.5036938190460205
