epoch,loss,td_loss,cql_loss,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert
1,1.6991034746170044,0.05632283166050911,3.2855613231658936,,,,,,,,,
2,1.6581178903579712,0.05275733768939972,3.210721015930176,,,,,,,,,
3,1.6205519437789917,0.05005038529634476,3.141003131866455,,,,,,,,,
4,1.5838950872421265,0.04858354106545448,3.0706231594085693,,,,,,,,,
5,1.5473986864089966,0.04806326702237129,2.998670816421509,,,,,,,,,
6,1.5134291648864746,0.04813051223754883,2.9305973052978516,,,,,,,,,
7,1.4763991832733154,0.049244631081819534,2.85430908203125,,,,,,,,,
8,1.441467046737671,0.05141685530543327,2.7801003456115723,,,,,,,,,
9,1.4079376459121704,0.05464867129921913,2.706578016281128,,,,,,,,,
10,1.3728619813919067,0.060979004949331284,2.6237659454345703,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531
11,1.3419876098632812,0.06694968789815903,2.5500757694244385,,,,,,,,,
12,1.3074005842208862,0.0756385326385498,2.463524103164673,,,,,,,,,
13,1.275801420211792,0.08602534979581833,2.379552125930786,,,,,,,,,
14,1.2463656663894653,0.09789180755615234,2.296947717666626,,,,,,,,,
15,1.2187892198562622,0.1114063560962677,2.214765787124634,,,,,,,,,
16,1.1933834552764893,0.12704317271709442,2.132680654525757,,,,,,,,,
17,1.1683636903762817,0.14420415461063385,2.048319101333618,,,,,,,,,
18,1.1444463729858398,0.15992127358913422,1.9690502882003784,,,,,,,,,
19,1.123960256576538,0.17872130870819092,1.8904777765274048,,,,,,,,,
20,1.108424425125122,0.19948118925094604,1.817886471748352,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531
21,1.088974118232727,0.220444917678833,1.737058401107788,,,,,,,,,
22,1.0779345035552979,0.23688840866088867,1.6820920705795288,,,,,,,,,
23,1.0710878372192383,0.2615582048892975,1.6190593242645264,,,,,,,,,
24,1.0590474605560303,0.27509576082229614,1.5679035186767578,,,,,,,,,
25,1.0452830791473389,0.2884891629219055,1.5135878324508667,,,,,,,,,
26,1.0432698726654053,0.31014394760131836,1.4662519693374634,,,,,,,,,
27,1.029143214225769,0.3191218376159668,1.4200427532196045,,,,,,,,,
28,1.0254271030426025,0.33507224917411804,1.3807097673416138,,,,,,,,,
29,1.0176286697387695,0.34277141094207764,1.3497145175933838,,,,,,,,,
30,1.0066733360290527,0.34725192189216614,1.3188427686691284,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531
31,1.0098477602005005,0.3660917580127716,1.287511944770813,,,,,,,,,
32,0.9977171421051025,0.36503633856773376,1.2653616666793823,,,,,,,,,
33,0.9952309727668762,0.3670653700828552,1.256331205368042,,,,,,,,,
34,0.9926522970199585,0.3645997941493988,1.2561050653457642,,,,,,,,,
35,0.9868541359901428,0.3652622103691101,1.2431838512420654,,,,,,,,,
36,0.9847427606582642,0.36604228615760803,1.237401008605957,,,,,,,,,
37,0.982473611831665,0.3615655303001404,1.2418161630630493,,,,,,,,,
38,0.9781185984611511,0.35970252752304077,1.2368321418762207,,,,,,,,,
39,0.9744819402694702,0.35198280215263367,1.2449982166290283,,,,,,,,,
40,0.9736282825469971,0.34848496317863464,1.25028657913208,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531
41,0.9708805084228516,0.3432811200618744,1.2551988363265991,,,,,,,,,
42,0.9708266854286194,0.3395097255706787,1.2626339197158813,,,,,,,,,
43,0.9689537286758423,0.3375692665576935,1.2627689838409424,,,,,,,,,
44,0.9658935070037842,0.3298972547054291,1.2719924449920654,,,,,,,,,
45,0.9624613523483276,0.3250364363193512,1.274849772453308,,,,,,,,,
46,0.9625355005264282,0.3240430951118469,1.2769848108291626,,,,,,,,,
47,0.9590914249420166,0.3236880600452423,1.2708067893981934,,,,,,,,,
48,0.9592349529266357,0.32792410254478455,1.2626217603683472,,,,,,,,,
49,0.9598883390426636,0.333173930644989,1.2534288167953491,,,,,,,,,
50,0.9546704292297363,0.32876595854759216,1.2518088817596436,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531
51,0.9519351720809937,0.33609282970428467,1.231684684753418,,,,,,,,,
52,0.9533976316452026,0.34461507201194763,1.2175650596618652,,,,,,,,,
53,0.9500527381896973,0.3440391719341278,1.2120270729064941,,,,,,,,,
54,0.9473949670791626,0.3583121597766876,1.1781656742095947,,,,,,,,,
55,0.9477190971374512,0.3620316684246063,1.171374797821045,,,,,,,,,
56,0.94915771484375,0.3725503087043762,1.1532148122787476,,,,,,,,,
57,0.9499215483665466,0.370078444480896,1.1596862077713013,,,,,,,,,
58,0.9482382535934448,0.3755844235420227,1.1453076601028442,,,,,,,,,
59,0.9499091506004333,0.37330126762390137,1.153215765953064,,,,,,,,,
60,0.9449062943458557,0.3676064610481262,1.154599666595459,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531
61,0.94957435131073,0.37372761964797974,1.1516934633255005,,,,,,,,,
62,0.9458421468734741,0.3650698959827423,1.1615444421768188,,,,,,,,,
63,0.9484431743621826,0.37013623118400574,1.156613826751709,,,,,,,,,
64,0.9442325830459595,0.36642494797706604,1.1556153297424316,,,,,,,,,
65,0.9487722516059875,0.37121713161468506,1.155110239982605,,,,,,,,,
66,0.949347734451294,0.36812373995780945,1.1624480485916138,,,,,,,,,
67,0.9525627493858337,0.36800533533096313,1.1691148281097412,,,,,,,,,
