epoch,critic_loss,actor_loss,q1_loss,q2_loss,cost_loss,cql_q1,cql_q2,expected_immediate_cost,expected_cost_to_go,cost_budget,lagrange,expert_kl,smoothness,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert,trajectory_mean_action_jump,trajectory_normalised_action_jump
1,0.04108542948961258,0.060990478843450546,0.023188788443803787,0.015538363717496395,0.0023582777939736843,0.0,0.0,0.0,0.018153786659240723,0.0,0.0,0.06085221841931343,0.12666840851306915,,,,,,,,,,,,,,,,
2,0.026164421811699867,0.0392017588019371,0.014074921607971191,0.010676017962396145,0.0014134817756712437,0.0,0.0,0.0,0.01253394316881895,0.0,0.0,0.059970252215862274,0.1265985518693924,,,,,,,,,,,,,,,,
3,0.018448760733008385,0.021316878497600555,0.008859999477863312,0.00848962739109993,0.0010991330491378903,0.0,0.0,0.0,0.008715428411960602,0.0,0.0,0.05912678316235542,0.12662151455879211,,,,,,,,,,,,,,,,
4,0.016151880845427513,0.005506232846528292,0.0075152101926505566,0.007686084136366844,0.0009505854686722159,0.0,0.0,0.0,0.006582722067832947,0.0,0.0,0.05877155438065529,0.1267465204000473,,,,,,,,,,,,,,,,
5,0.015459779649972916,-0.004623823799192905,0.007399613969027996,0.007149629760533571,0.0009105359204113483,0.0,0.0,0.0,0.00616502994671464,0.0,0.0,0.057682376354932785,0.12693925201892853,,,,,,,,,,,,,,,,
6,0.015355990268290043,-0.01397891528904438,0.007678799331188202,0.0068241688422858715,0.0008530216873623431,0.0,0.0,0.0,0.00580326234921813,0.0,0.0,0.05777926370501518,0.12690357863903046,,,,,,,,,,,,,,,,
7,0.0145258205011487,-0.018583808094263077,0.007411840371787548,0.006266230717301369,0.0008477495866827667,0.0,0.0,0.0,0.005154476501047611,0.0,0.0,0.057366956025362015,0.1271257996559143,,,,,,,,,,,,,,,,
8,0.013258546590805054,-0.02249782159924507,0.006852495484054089,0.005591485183686018,0.0008145662141032517,0.0,0.0,0.0,0.005341128911823034,0.0,0.0,0.05704407021403313,0.12721854448318481,,,,,,,,,,,,,,,,
9,0.012184490449726582,-0.023672888055443764,0.006079192738980055,0.005320595111697912,0.00078470294829458,0.0,0.0,0.0,0.0054336064495146275,0.0,0.0,0.05726512148976326,0.12740176916122437,,,,,,,,,,,,,,,,
10,0.010860968381166458,-0.021476678550243378,0.005298311822116375,0.004810286685824394,0.0007523702224716544,0.0,0.0,0.0,0.005343799479305744,0.0,0.0,0.05766941234469414,0.12755581736564636,,,,,,,,,,,,,,,,
11,0.009998282417654991,-0.020624952390789986,0.004837886430323124,0.004439865704625845,0.0007205312140285969,0.0,0.0,0.0,0.005795114208012819,0.0,0.0,0.05881214886903763,0.1277664601802826,,,,,,,,,,,,,,,,
12,0.009221819229424,-0.01887967251241207,0.004339879844337702,0.004193497821688652,0.0006884424365125597,0.0,0.0,0.0,0.006197507493197918,0.0,0.0,0.05935788154602051,0.12774625420570374,,,,,,,,,,,,,,,,
13,0.008330314420163631,-0.01734234392642975,0.0037539787590503693,0.0039046197198331356,0.0006717155338265002,0.0,0.0,0.0,0.006637401878833771,0.0,0.0,0.06094241887331009,0.12805262207984924,,,,,,,,,,,,,,,,
14,0.008092094212770462,-0.013158445246517658,0.0037272523622959852,0.0037306291051208973,0.0006342129199765623,0.0,0.0,0.0,0.0067728301510214806,0.0,0.0,0.06205667182803154,0.12828762829303741,,,,,,,,,,,,,,,,
15,0.007812585681676865,-0.013202926144003868,0.003645586548373103,0.0035578529350459576,0.0006091459654271603,0.0,0.0,0.0,0.00781298615038395,0.0,0.0,0.0639331117272377,0.1285645067691803,,,,,,,,,,,,,,,,
16,0.007762829773128033,-0.011249655857682228,0.003619839670136571,0.003535882104188204,0.0006071079988032579,0.0,0.0,0.0,0.008389652706682682,0.0,0.0,0.06610498577356339,0.12888070940971375,,,,,,,,,,,,,,,,
17,0.007322149816900492,-0.012102567590773106,0.003499160520732403,0.0032472722232341766,0.0005757171311415732,0.0,0.0,0.0,0.008611291646957397,0.0,0.0,0.06810470670461655,0.12929370999336243,,,,,,,,,,,,,,,,
18,0.007476810831576586,-0.012933485209941864,0.003514169482514262,0.0033764338586479425,0.0005862073157913983,0.0,0.0,0.0,0.008920122869312763,0.0,0.0,0.07094123214483261,0.12965132296085358,,,,,,,,,,,,,,,,
19,0.007085398305207491,-0.016431614756584167,0.003384685842320323,0.0031687794253230095,0.0005319328629411757,0.0,0.0,0.0,0.008927182294428349,0.0,0.0,0.07409725338220596,0.13007864356040955,,,,,,,,,,,,,,,,
20,0.006862596143037081,-0.018510211259126663,0.003292559180408716,0.003015756607055664,0.0005542804719880223,0.0,0.0,0.0,0.00895574502646923,0.0,0.0,0.07723813503980637,0.13051171600818634,,,,,,,,,,,,,,,,
21,0.006484305020421743,-0.022822167724370956,0.00306181563064456,0.0029046544805169106,0.0005178350256755948,0.0,0.0,0.0,0.009064361453056335,0.0,0.0,0.0815962627530098,0.13130198419094086,,,,,,,,,,,,,,,,
22,0.006173205561935902,-0.02825569547712803,0.0028721007984131575,0.002802387112751603,0.000498717650771141,0.0,0.0,0.0,0.009111371822655201,0.0,0.0,0.08589647710323334,0.13197654485702515,,,,,,,,,,,,,,,,
