epoch,loss,td_loss,cql_loss,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert
1,1.7212624549865723,0.07103461027145386,3.3004555702209473,,,,,,,,,
2,1.680413842201233,0.06662984192371368,3.2275679111480713,,,,,,,,,
3,1.6389795541763306,0.06264188140630722,3.1526753902435303,,,,,,,,,
4,1.6006234884262085,0.060241322964429855,3.0807642936706543,,,,,,,,,
5,1.5635738372802734,0.058194905519485474,3.0107579231262207,,,,,,,,,
6,1.5274168252944946,0.057786207646131516,2.9392611980438232,,,,,,,,,
7,1.4915051460266113,0.0587860532104969,2.865438222885132,,,,,,,,,
8,1.4522931575775146,0.061449408531188965,2.7816874980926514,,,,,,,,,
9,1.41510808467865,0.06508151441812515,2.7000532150268555,,,,,,,,,
10,1.3803306818008423,0.06924690306186676,2.6221675872802734,,,,,,,,,
11,1.3438191413879395,0.07568198442459106,2.5362741947174072,,,,,,,,,
12,1.307588815689087,0.08194443583488464,2.4512887001037598,,,,,,,,,
13,1.2702754735946655,0.09243270009756088,2.3556854724884033,,,,,,,,,
14,1.23507821559906,0.10293255001306534,2.264291286468506,,,,,,,,,
15,1.2030524015426636,0.11344807595014572,2.179208755493164,,,,,,,,,
16,1.171358346939087,0.12623745203018188,2.0902419090270996,,,,,,,,,
17,1.1436588764190674,0.14254269003868103,2.002232313156128,,,,,,,,,
18,1.1205791234970093,0.161819189786911,1.9175199270248413,,,,,,,,,
19,1.0963492393493652,0.18211913108825684,1.8284600973129272,,,,,,,,,
20,1.0793898105621338,0.20987893640995026,1.7390216588974,,,,,,,,,
21,1.0651012659072876,0.23506034910678864,1.6600817441940308,,,,,,,,,
22,1.0461831092834473,0.2578345537185669,1.5766969919204712,,,,,,,,,
23,1.0380741357803345,0.28247496485710144,1.5111984014511108,,,,,,,,,
24,1.0365272760391235,0.30384331941604614,1.4653679132461548,,,,,,,,,
25,1.0322966575622559,0.3287777006626129,1.4070379734039307,,,,,,,,,
26,1.0235614776611328,0.34415560960769653,1.3588117361068726,,,,,,,,,
27,1.0246692895889282,0.3672802746295929,1.3147779703140259,,,,,,,,,
28,1.01510488986969,0.3731223940849304,1.283964991569519,,,,,,,,,
29,1.006516933441162,0.3762953281402588,1.2604433298110962,,,,,,,,,
30,1.0091722011566162,0.3916536867618561,1.2350369691848755,,,,,,,,,
31,0.9975252747535706,0.3858370780944824,1.2233763933181763,,,,,,,,,
32,0.9926519393920898,0.38155969977378845,1.2221845388412476,,,,,,,,,
33,0.9898778200149536,0.3831816017627716,1.2133924961090088,,,,,,,,,
34,0.9905881881713867,0.3789326846599579,1.2233110666275024,,,,,,,,,
35,0.983820378780365,0.3721922039985657,1.2232563495635986,,,,,,,,,
36,0.978102445602417,0.35866767168045044,1.238869547843933,,,,,,,,,
37,0.9777753353118896,0.3541432321071625,1.2472641468048096,,,,,,,,,
38,0.9762018322944641,0.3432278633117676,1.265947937965393,,,,,,,,,
39,0.9736517667770386,0.3368113338947296,1.2736808061599731,,,,,,,,,
40,0.9736554026603699,0.3338187336921692,1.2796733379364014,,,,,,,,,
41,0.96995609998703,0.32476240396499634,1.2903873920440674,,,,,,,,,
42,0.9700968265533447,0.32036250829696655,1.2994686365127563,,,,,,,,,
43,0.9709662199020386,0.3175925016403198,1.3067474365234375,,,,,,,,,
44,0.9701526165008545,0.31368592381477356,1.312933325767517,,,,,,,,,
45,0.9667034149169922,0.3092201352119446,1.3149665594100952,,,,,,,,,
46,0.964830756187439,0.3120286762714386,1.305604100227356,,,,,,,,,
