epoch,critic_loss,actor_loss,q1_loss,q2_loss,cost_loss,expected_cost,lagrange,expert_kl,smoothness,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert
1,1.6505045890808105,0.037583205848932266,0.01534280739724636,0.01755749247968197,0.0026976855006068945,0.0198652483522892,3.97304967045784e-06,1.4363784790039062,0.2849717140197754,,,,,,,,,,,,,,
2,1.5988272428512573,0.03809208422899246,0.01634327881038189,0.020912431180477142,0.0019973318558186293,0.01648757979273796,7.270565629005432e-06,1.4018243551254272,0.28275662660598755,,,,,,,,,,,,,,
3,1.55389404296875,0.0334458164870739,0.01966889388859272,0.024081280454993248,0.0017696124268695712,0.013887256383895874,1.0048016905784607e-05,1.3569061756134033,0.27880656719207764,,,,,,,,,,,,,,
4,1.5147223472595215,0.028544409200549126,0.026891745626926422,0.031678784638643265,0.0017429552972316742,0.012189080938696861,1.248583309352398e-05,1.3179230690002441,0.2761000096797943,,,,,,,,,,,,,,
5,1.4830090999603271,0.022565076127648354,0.03700023517012596,0.04157421737909317,0.0015179314650595188,0.010442575439810753,1.457434818148613e-05,1.2790471315383911,0.2734053134918213,,,,,,,,,,,,,,
6,1.4580624103546143,0.017285507172346115,0.05194678530097008,0.054836444556713104,0.001481006620451808,0.008779283612966537,1.6330204904079436e-05,1.2412643432617188,0.27014443278312683,,,,,,,,,,,,,,
7,1.441817283630371,0.004684715997427702,0.06939712911844254,0.0727648064494133,0.0012241697404533625,0.0062804375775158405,1.7586292419582605e-05,1.2023605108261108,0.26676297187805176,,,,,,,,,,,,,,
8,1.4260106086730957,-0.011007539927959442,0.0854993537068367,0.08553700894117355,0.0011421493254601955,0.006028525065630674,1.879199743270874e-05,1.1604785919189453,0.2631153464317322,,,,,,,,,,,,,,
9,1.4226877689361572,-0.023012615740299225,0.1037944108247757,0.104014091193676,0.0011274571297690272,0.0035979493986815214,1.9511587312445046e-05,1.1255958080291748,0.2598467171192169,,,,,,,,,,,,,,
10,1.4176523685455322,-0.04277798905968666,0.12278927862644196,0.11684203147888184,0.0008998443954624236,0.0029595759697258472,2.0103502506390215e-05,1.0879898071289062,0.255499005317688,,,,,,,,,,,,,,
