epoch,critic_loss,actor_loss,q1_loss,q2_loss,cost_loss,cql_q1,cql_q2,expected_reward_lcb,expected_inad_cost,expected_immediate_cost,expected_support_cost,expected_smooth_cost,expected_uncertainty_cost,exact_soft_inadmissibility_rate,measured_support,measured_smooth,measured_uncertainty,lambda_inad,lambda_support,lambda_smooth,lambda_uncertainty,lagrange,cost_budget,uses_action_mask,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert
1,4.268011569976807,0.9884443879127502,0.03201175853610039,0.0292108952999115,0.956138014793396,3.3405797481536865,3.160722255706787,-0.09364862740039825,0.11929039657115936,2.975575872096685e-18,0.8810282945632935,0.11090929061174393,0.14531315863132477,2.975575872096685e-18,0.8810282945632935,0.11090929061174393,0.14531315863132477,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
2,4.20637845993042,0.94820636510849,0.02967938967049122,0.029478494077920914,0.9401169419288635,3.292984962463379,3.121222496032715,-0.05519571155309677,0.13903656601905823,2.7837636481887543e-18,0.8788731694221497,0.11076288670301437,0.14899243414402008,2.7837636481887543e-18,0.8788731694221497,0.11076288670301437,0.14899243414402008,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
3,4.1434831619262695,0.9053187370300293,0.029236260801553726,0.03138625621795654,0.9212446212768555,3.245837926864624,3.0773935317993164,-0.014173413626849651,0.16294485330581665,2.6040398417526734e-18,0.8764099478721619,0.11075852066278458,0.15494683384895325,2.6040398417526734e-18,0.8764099478721619,0.11075852066278458,0.15494683384895325,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
4,4.082594871520996,0.8652681112289429,0.03009295091032982,0.035074878484010696,0.899528443813324,3.2007551193237305,3.035041570663452,0.024435101076960564,0.19365449249744415,2.433478094576383e-18,0.8740463256835938,0.11057388037443161,0.16413210332393646,2.433478094576383e-18,0.8740463256835938,0.11057388037443161,0.16413210332393646,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
5,4.018631935119629,0.8216608166694641,0.03279080614447594,0.04022004082798958,0.8741708993911743,3.1512062549591064,2.991694450378418,0.06732916831970215,0.22510144114494324,2.2699579291596035e-18,0.8724197745323181,0.11060967296361923,0.17324469983577728,2.2699579291596035e-18,0.8724197745323181,0.11060967296361923,0.17324469983577728,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
6,3.9529106616973877,0.7748712301254272,0.037195030599832535,0.04775196313858032,0.8451393842697144,3.1009626388549805,2.944685935974121,0.11321452260017395,0.26482847332954407,2.1089348152169684e-18,0.8702247142791748,0.11061421781778336,0.18612177670001984,2.1089348152169684e-18,0.8702247142791748,0.11061421781778336,0.18612177670001984,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
7,3.882131814956665,0.7239118218421936,0.043944865465164185,0.05841211974620819,0.8105689287185669,3.046396493911743,2.892014980316162,0.1627999097108841,0.31024014949798584,1.9516797157596654e-18,0.8676294088363647,0.11052466928958893,0.198301300406456,1.9516797157596654e-18,0.8676294088363647,0.11052466928958893,0.198301300406456,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
8,3.812366485595703,0.6708379983901978,0.052800074219703674,0.07091976702213287,0.7719285488128662,2.99198055267334,2.8414559364318848,0.21489953994750977,0.35814788937568665,1.804047415163345e-18,0.8654466271400452,0.11050660163164139,0.21035699546337128,1.804047415163345e-18,0.8654466271400452,0.11050660163164139,0.21035699546337128,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
9,3.7347617149353027,0.6111617088317871,0.06460516899824142,0.08689744770526886,0.7272290587425232,2.9296982288360596,2.7823617458343506,0.27399230003356934,0.41457170248031616,1.665395504284783e-18,0.8634417653083801,0.11060567200183868,0.22454091906547546,1.665395504284783e-18,0.8634417653083801,0.11060567200183868,0.22454091906547546,0.0,0.0,0.0,0.0,0.0,0.0001,False,,,,,,,,,,,,,,
10,3.661646842956543,0.5466803908348083,0.08056306093931198,0.10755308717489243,0.6776726841926575,2.867002010345459,2.7247140407562256,0.33770278096199036,0.4774516820907593,1.5350135383753731e-18,0.8615279197692871,0.11067903786897659,0.23593749105930328,1.5794839555545838e-18,0.8599014282226562,0.11056739091873169,0.23155398666858673,0.0,0.0006099014282226563,0.0,0.0,0.0,0.0001,False,0.7808077335357666,0.7808077335357666,0.2191922664642334,9.376967430114746,0.0,0.9061118364334106,3.9983348846435547,-0.0,1.1047685146331787,0.7781162858009338,1.5628190546176532e-18,0.7781162858009338,0.4940057396888733,0.0071072508580982685
