epoch,loss,kl_loss,entropy,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert
1,2.3375861644744873,2.3375861644744873,3.2148497104644775,,,,,,,,,,,,,,
2,2.283916473388672,2.283916473388672,3.214521884918213,,,,,,,,,,,,,,
3,2.230581045150757,2.230581045150757,3.213367223739624,,,,,,,,,,,,,,
4,2.173218011856079,2.173218011856079,3.211077928543091,,,,,,,,,,,,,,
5,2.1148808002471924,2.1148808002471924,3.2074055671691895,,,,,,,,,,,,,,
6,2.052349328994751,2.052349328994751,3.201979160308838,,,,,,,,,,,,,,
7,1.985652208328247,1.985652208328247,3.193902015686035,,,,,,,,,,,,,,
8,1.9163761138916016,1.9163761138916016,3.1823558807373047,,,,,,,,,,,,,,
9,1.8401368856430054,1.8401368856430054,3.165576934814453,,,,,,,,,,,,,,
10,1.7590495347976685,1.7590495347976685,3.1427018642425537,0.7781209349632263,0.7781209349632263,0.22187906503677368,9.091912269592285,0.6730881042246438,0.6309341192245483,6.353026390075684,-0.0,4.526756286621094,0.7760410308837891,0.7819784400631614,0.7760410308837891,3.0912609100341797,1.7523918151855469
11,1.6736078262329102,1.6736078262329102,3.1118216514587402,,,,,,,,,,,,,,
12,1.5904011726379395,1.5904011726379395,3.0726945400238037,,,,,,,,,,,,,,
13,1.5018565654754639,1.5018565654754639,3.02075457572937,,,,,,,,,,,,,,
14,1.4133474826812744,1.4133474826812744,2.9522931575775146,,,,,,,,,,,,,,
15,1.3237926959991455,1.3237926959991455,2.87373423576355,,,,,,,,,,,,,,
16,1.2411452531814575,1.2411452531814575,2.779348850250244,,,,,,,,,,,,,,
17,1.1614419221878052,1.1614419221878052,2.672942638397217,,,,,,,,,,,,,,
18,1.0887523889541626,1.0887523889541626,2.5615155696868896,,,,,,,,,,,,,,
19,1.0220375061035156,1.0220375061035156,2.4495279788970947,,,,,,,,,,,,,,
20,0.966949462890625,0.966949462890625,2.330303430557251,0.7785407900810242,0.7785407900810242,0.22145920991897583,9.06429672241211,0.6534695185617413,0.6341533660888672,6.312420845031738,-0.0,4.44061279296875,0.7782593369483948,0.5397153281701524,0.7782593965530396,1.9136403799057007,0.6955102682113647
21,0.9104055762290955,0.9104055762290955,2.215492010116577,,,,,,,,,,,,,,
22,0.8688191175460815,0.8688191175460815,2.1201865673065186,,,,,,,,,,,,,,
23,0.8298786878585815,0.8298786878585815,2.031100034713745,,,,,,,,,,,,,,
24,0.787876546382904,0.787876546382904,1.9475674629211426,,,,,,,,,,,,,,
25,0.758170485496521,0.758170485496521,1.8847994804382324,,,,,,,,,,,,,,
26,0.727573573589325,0.727573573589325,1.8361033201217651,,,,,,,,,,,,,,
27,0.7056800723075867,0.7056800723075867,1.7878172397613525,,,,,,,,,,,,,,
28,0.6806642413139343,0.6806642413139343,1.758710265159607,,,,,,,,,,,,,,
29,0.6603708863258362,0.6603708863258362,1.7265300750732422,,,,,,,,,,,,,,
30,0.6381222605705261,0.6381222605705261,1.6992988586425781,0.7763450741767883,0.7763450741767883,0.22365492582321167,9.045028686523438,0.2833532168613724,0.7007014751434326,5.4347453117370605,-0.0,2.516531229019165,0.7789123058319092,0.33754201002914397,0.7789122462272644,1.3241270780563354,0.4390413761138916
31,0.6230928301811218,0.6230928301811218,1.6769875288009644,,,,,,,,,,,,,,
32,0.6054970622062683,0.6054970622062683,1.6529134511947632,,,,,,,,,,,,,,
33,0.5878570079803467,0.5878570079803467,1.6257333755493164,,,,,,,,,,,,,,
34,0.5729251503944397,0.5729251503944397,1.6085748672485352,,,,,,,,,,,,,,
35,0.5590364933013916,0.5590364933013916,1.5818296670913696,,,,,,,,,,,,,,
36,0.5420448780059814,0.5420448780059814,1.5620859861373901,,,,,,,,,,,,,,
37,0.5237829089164734,0.5237829089164734,1.5360556840896606,,,,,,,,,,,,,,
38,0.5136234164237976,0.5136234164237976,1.5159860849380493,,,,,,,,,,,,,,
39,0.4970158636569977,0.4970158636569977,1.4980374574661255,,,,,,,,,,,,,,
40,0.4823662340641022,0.4823662340641022,1.4765535593032837,0.7785724401473999,0.7785724401473999,0.2214275598526001,9.074136734008789,0.16637656094290632,0.7662886381149292,4.893601894378662,-0.0,2.0654702186584473,0.7785660028457642,0.25113924312073027,0.7785660028457642,0.9828208684921265,0.27844738960266113
41,0.46666380763053894,0.46666380763053894,1.4613336324691772,,,,,,,,,,,,,,
42,0.45714128017425537,0.45714128017425537,1.4487662315368652,,,,,,,,,,,,,,
43,0.4413197934627533,0.4413197934627533,1.432299017906189,,,,,,,,,,,,,,
44,0.4290473759174347,0.4290473759174347,1.4242796897888184,,,,,,,,,,,,,,
45,0.4154549539089203,0.4154549539089203,1.4130001068115234,,,,,,,,,,,,,,
46,0.40862780809402466,0.40862780809402466,1.4102109670639038,,,,,,,,,,,,,,
47,0.39570558071136475,0.39570558071136475,1.4018073081970215,,,,,,,,,,,,,,
48,0.3844659924507141,0.3844659924507141,1.3900195360183716,,,,,,,,,,,,,,
49,0.3707210421562195,0.3707210421562195,1.3812427520751953,,,,,,,,,,,,,,
50,0.36110785603523254,0.36110785603523254,1.3768221139907837,0.7774223685264587,0.7774223685264587,0.22257763147354126,9.119827270507812,0.06798971789946744,0.8199115991592407,4.478537559509277,-0.0,1.7532727718353271,0.7781783938407898,0.17906019294795386,0.778178334236145,0.8473092317581177,0.19218462705612183
51,0.3501724898815155,0.3501724898815155,1.3604587316513062,,,,,,,,,,,,,,
52,0.34379661083221436,0.34379661083221436,1.35922110080719,,,,,,,,,,,,,,
53,0.32984909415245056,0.32984909415245056,1.3419654369354248,,,,,,,,,,,,,,
