model,state_id,action,admissible,q_value
Vanilla Offline Actor-Critic,679,8,0,1.071281909942627
Vanilla Offline Actor-Critic,679,9,0,1.0705667734146118
Vanilla Offline Actor-Critic,679,10,0,1.0745736360549927
Vanilla Offline Actor-Critic,679,11,0,1.069779634475708
Vanilla Offline Actor-Critic,679,12,0,1.072784423828125
Vanilla Offline Actor-Critic,679,13,0,1.0684669017791748
Vanilla Offline Actor-Critic,679,14,0,1.0722211599349976
Vanilla Offline Actor-Critic,679,15,0,1.0709322690963745
Vanilla Offline Actor-Critic,679,16,0,1.0715261697769165
Vanilla Offline Actor-Critic,679,17,0,1.0719997882843018
Vanilla Offline Actor-Critic,679,18,0,1.070594310760498
Vanilla Offline Actor-Critic,679,19,0,1.0706266164779663
Vanilla Offline Actor-Critic,679,20,0,1.0738626718521118
Vanilla Offline Actor-Critic,679,21,0,1.072351336479187
Vanilla Offline Actor-Critic,679,22,0,1.0736457109451294
Vanilla Offline Actor-Critic,679,23,0,1.0714924335479736
Vanilla Offline Actor-Critic,679,24,0,1.0725290775299072
Vanilla Offline Actor-Critic,24,0,1,1.0936131477355957
Vanilla Offline Actor-Critic,24,1,0,1.0959093570709229
Vanilla Offline Actor-Critic,24,2,0,1.0968196392059326
Vanilla Offline Actor-Critic,24,3,0,1.0954569578170776
Vanilla Offline Actor-Critic,24,4,0,1.0950297117233276
Vanilla Offline Actor-Critic,24,5,0,1.0978546142578125
Vanilla Offline Actor-Critic,24,6,0,1.0983021259307861
Vanilla Offline Actor-Critic,24,7,0,1.095916986465454
Vanilla Offline Actor-Critic,24,8,0,1.0956670045852661
Vanilla Offline Actor-Critic,24,9,0,1.0955760478973389
Vanilla Offline Actor-Critic,24,10,0,1.094963788986206
Vanilla Offline Actor-Critic,24,11,0,1.0947651863098145
Vanilla Offline Actor-Critic,24,12,0,1.0959012508392334
Vanilla Offline Actor-Critic,24,13,0,1.0965204238891602
Vanilla Offline Actor-Critic,24,14,0,1.095304012298584
Vanilla Offline Actor-Critic,24,15,0,1.0958226919174194
Vanilla Offline Actor-Critic,24,16,0,1.0954211950302124
Vanilla Offline Actor-Critic,24,17,0,1.0959445238113403
Vanilla Offline Actor-Critic,24,18,0,1.0974491834640503
Vanilla Offline Actor-Critic,24,19,0,1.0945106744766235
Vanilla Offline Actor-Critic,24,20,0,1.0998139381408691
Vanilla Offline Actor-Critic,24,21,0,1.0966143608093262
Vanilla Offline Actor-Critic,24,22,0,1.0947843790054321
Vanilla Offline Actor-Critic,24,23,0,1.095324993133545
Vanilla Offline Actor-Critic,24,24,0,1.0976858139038086
Vanilla Offline Actor-Critic,25,0,1,0.8660353422164917
Vanilla Offline Actor-Critic,25,1,0,0.8716737627983093
Vanilla Offline Actor-Critic,25,2,0,0.8690334558486938
Vanilla Offline Actor-Critic,25,3,0,0.866284191608429
Vanilla Offline Actor-Critic,25,4,0,0.868332028388977
Vanilla Offline Actor-Critic,25,5,0,0.863565981388092
Vanilla Offline Actor-Critic,25,6,0,0.8667690753936768
Vanilla Offline Actor-Critic,25,7,0,0.8633068203926086
Vanilla Offline Actor-Critic,25,8,0,0.8646920323371887
Vanilla Offline Actor-Critic,25,9,0,0.874881386756897
Vanilla Offline Actor-Critic,25,10,0,0.8691872954368591
Vanilla Offline Actor-Critic,25,11,0,0.8693985939025879
Vanilla Offline Actor-Critic,25,12,0,0.8726797103881836
Vanilla Offline Actor-Critic,25,13,0,0.8656569719314575
Vanilla Offline Actor-Critic,25,14,0,0.8601230382919312
Vanilla Offline Actor-Critic,25,15,0,0.8756763935089111
Vanilla Offline Actor-Critic,25,16,0,0.8679254055023193
Vanilla Offline Actor-Critic,25,17,0,0.8710595965385437
Vanilla Offline Actor-Critic,25,18,0,0.8642399907112122
Vanilla Offline Actor-Critic,25,19,0,0.8672853708267212
Vanilla Offline Actor-Critic,25,20,0,0.8617382049560547
Vanilla Offline Actor-Critic,25,21,0,0.8654870390892029
Vanilla Offline Actor-Critic,25,22,0,0.8665869832038879
Vanilla Offline Actor-Critic,25,23,0,0.8746777772903442
Vanilla Offline Actor-Critic,25,24,0,0.8717145919799805
LAADAN-AC,681,0,1,0.8072322010993958
LAADAN-AC,681,1,0,0.4346786141395569
LAADAN-AC,681,2,0,0.4186735451221466
LAADAN-AC,681,3,0,0.38963326811790466
LAADAN-AC,681,4,0,0.3589448928833008
LAADAN-AC,681,5,0,0.6252299547195435
LAADAN-AC,681,6,0,0.5724577307701111
LAADAN-AC,681,7,0,0.5924972295761108
LAADAN-AC,681,8,0,0.5418558716773987
LAADAN-AC,681,9,0,0.37914782762527466
LAADAN-AC,681,10,0,0.5890157222747803
LAADAN-AC,681,11,0,0.6027212738990784
LAADAN-AC,681,12,0,0.5569178462028503
LAADAN-AC,681,13,0,0.5198326110839844
LAADAN-AC,681,14,0,0.46959367394447327
LAADAN-AC,681,15,0,0.6138373017311096
LAADAN-AC,681,16,0,0.6194607615470886
LAADAN-AC,681,17,0,0.5389165282249451
LAADAN-AC,681,18,0,0.5877319574356079
LAADAN-AC,681,19,0,0.5666904449462891
LAADAN-AC,681,20,0,0.626573920249939
LAADAN-AC,681,21,0,0.5149893164634705
LAADAN-AC,681,22,0,0.6652416586875916
LAADAN-AC,681,23,0,0.6366937160491943
LAADAN-AC,681,24,0,0.5941159725189209
LAADAN-AC,682,0,1,0.693098247051239
LAADAN-AC,682,1,0,0.46512842178344727
LAADAN-AC,682,2,0,0.4448697865009308
LAADAN-AC,682,3,0,0.3781972825527191
LAADAN-AC,682,4,0,0.3381049931049347
LAADAN-AC,682,5,0,0.7865734696388245
LAADAN-AC,682,6,0,0.5923110842704773
LAADAN-AC,682,7,0,0.5714950561523438
LAADAN-AC,682,8,0,0.613172709941864
LAADAN-AC,682,9,0,0.37250661849975586
LAADAN-AC,682,10,0,0.6925383806228638
LAADAN-AC,682,11,0,0.6614044308662415
LAADAN-AC,682,12,0,0.6605257391929626
LAADAN-AC,682,13,0,0.5667674541473389
LAADAN-AC,682,14,0,0.499994695186615
LAADAN-AC,682,15,0,0.6774238348007202
LAADAN-AC,682,16,0,0.6657027006149292
LAADAN-AC,682,17,0,0.6091140508651733
LAADAN-AC,682,18,0,0.5381917953491211
LAADAN-AC,682,19,0,0.5926191806793213
LAADAN-AC,682,20,0,0.6839054822921753
LAADAN-AC,682,21,0,0.5253300666809082
LAADAN-AC,682,22,0,0.6633440852165222
LAADAN-AC,682,23,0,0.5986745953559875
LAADAN-AC,682,24,0,0.5707471370697021
LAADAN-AC,684,0,1,0.6049646735191345
LAADAN-AC,684,1,0,0.4435873031616211
LAADAN-AC,684,2,0,0.3971954882144928
LAADAN-AC,684,3,0,0.35035037994384766
LAADAN-AC,684,4,0,0.2839341461658478
LAADAN-AC,684,5,0,1.0003576278686523
LAADAN-AC,684,6,0,0.6876783967018127
LAADAN-AC,684,7,0,0.5904077887535095
LAADAN-AC,684,8,0,0.6210272908210754
LAADAN-AC,684,9,0,0.3349788188934326
LAADAN-AC,684,10,0,0.7457209825515747
LAADAN-AC,684,11,0,0.6898543238639832
LAADAN-AC,684,12,0,0.6708136200904846
LAADAN-AC,684,13,0,0.5366619229316711
LAADAN-AC,684,14,0,0.5032732486724854
LAADAN-AC,684,15,0,0.7176922559738159
LAADAN-AC,684,16,0,0.6503256559371948
LAADAN-AC,684,17,0,0.6379879713058472
LAADAN-AC,684,18,0,0.6189085841178894
LAADAN-AC,684,19,0,0.6331636309623718
LAADAN-AC,684,20,0,0.6694063544273376
LAADAN-AC,684,21,0,0.5926006436347961
LAADAN-AC,684,22,0,0.633794903755188
LAADAN-AC,684,23,0,0.6486510038375854
LAADAN-AC,684,24,0,0.5532836318016052
LAADAN-AC,687,0,1,0.681597113609314
LAADAN-AC,687,1,0,0.4632118344306946
LAADAN-AC,687,2,0,0.43886008858680725
LAADAN-AC,687,3,0,0.3565444052219391
LAADAN-AC,687,4,0,0.3115801513195038
LAADAN-AC,687,5,0,1.003849983215332
LAADAN-AC,687,6,0,0.6541111469268799
LAADAN-AC,687,7,0,0.6001651287078857
LAADAN-AC,687,8,0,0.6317823529243469
LAADAN-AC,687,9,0,0.3304350972175598
LAADAN-AC,687,10,0,0.7125130891799927
LAADAN-AC,687,11,0,0.7184686660766602
LAADAN-AC,687,12,0,0.7251222133636475
LAADAN-AC,687,13,0,0.5633878111839294
LAADAN-AC,687,14,0,0.48851278424263
LAADAN-AC,687,15,0,0.6701876521110535
LAADAN-AC,687,16,0,0.7012417912483215
LAADAN-AC,687,17,0,0.6381261944770813
LAADAN-AC,687,18,0,0.5956364274024963
LAADAN-AC,687,19,0,0.7183239459991455
LAADAN-AC,687,20,0,0.7813544869422913
LAADAN-AC,687,21,0,0.5804346799850464
LAADAN-AC,687,22,0,0.6906232237815857
LAADAN-AC,687,23,0,0.6818151473999023
LAADAN-AC,687,24,0,0.6066011190414429
LAADAN-AC,673,0,1,0.7330278754234314
LAADAN-AC,673,1,0,0.4730861783027649
LAADAN-AC,673,2,0,0.4343337118625641
LAADAN-AC,673,3,0,0.40415340662002563
LAADAN-AC,673,4,0,0.3287965953350067
LAADAN-AC,673,5,0,0.7660849094390869
LAADAN-AC,673,6,0,0.5903719663619995
LAADAN-AC,673,7,0,0.5668585896492004
LAADAN-AC,673,8,0,0.5655497312545776
LAADAN-AC,673,9,0,0.3559317886829376
LAADAN-AC,673,10,0,0.7409895658493042
LAADAN-AC,673,11,0,0.6016740202903748
LAADAN-AC,673,12,0,0.5856617093086243
LAADAN-AC,673,13,0,0.5166613459587097
LAADAN-AC,673,14,0,0.4983711838722229
LAADAN-AC,673,15,0,0.693242073059082
LAADAN-AC,673,16,0,0.58018559217453
LAADAN-AC,673,17,0,0.5386372804641724
LAADAN-AC,673,18,0,0.5528396368026733
LAADAN-AC,673,19,0,0.5715755224227905
LAADAN-AC,673,20,0,0.6502385139465332
LAADAN-AC,673,21,0,0.5611264109611511
LAADAN-AC,673,22,0,0.6219543814659119
LAADAN-AC,673,23,0,0.6012376546859741
LAADAN-AC,673,24,0,0.5747109055519104
LAADAN-AC,679,0,1,1.0233570337295532
LAADAN-AC,679,1,1,0.647747814655304
LAADAN-AC,679,2,0,0.5972508192062378
LAADAN-AC,679,3,0,0.5733752250671387
LAADAN-AC,679,4,0,0.5380499362945557
LAADAN-AC,679,5,0,0.8531664609909058
LAADAN-AC,679,6,0,0.7175591588020325
LAADAN-AC,679,7,0,0.698060929775238
LAADAN-AC,679,8,0,0.7054851651191711
LAADAN-AC,679,9,0,0.453154981136322
LAADAN-AC,679,10,0,0.806971549987793
LAADAN-AC,679,11,0,0.6693705320358276
LAADAN-AC,679,12,0,0.7037906050682068
LAADAN-AC,679,13,0,0.6602233052253723
LAADAN-AC,679,14,0,0.6756187677383423
LAADAN-AC,679,15,0,0.711768627166748
LAADAN-AC,679,16,0,0.6958242058753967
LAADAN-AC,679,17,0,0.6305554509162903
LAADAN-AC,679,18,0,0.6560303568840027
LAADAN-AC,679,19,0,0.6881462931632996
LAADAN-AC,679,20,0,0.71848464012146
LAADAN-AC,679,21,0,0.6307094097137451
LAADAN-AC,679,22,0,0.6691877245903015
LAADAN-AC,679,23,0,0.6745133399963379
LAADAN-AC,679,24,0,0.6228108406066895
LAADAN-AC,24,0,1,0.7837885618209839
LAADAN-AC,24,1,0,0.5380771160125732
LAADAN-AC,24,2,0,0.5196016430854797
LAADAN-AC,24,3,0,0.4979315400123596
LAADAN-AC,24,4,0,0.45525798201560974
LAADAN-AC,24,5,0,0.8921831846237183
LAADAN-AC,24,6,0,0.7740796208381653
LAADAN-AC,24,7,0,0.7351242303848267
LAADAN-AC,24,8,0,0.712007462978363
LAADAN-AC,24,9,0,0.5066250562667847
LAADAN-AC,24,10,0,0.7588870525360107
LAADAN-AC,24,11,0,0.7264847755432129
LAADAN-AC,24,12,0,0.6658841371536255
LAADAN-AC,24,13,0,0.6548246145248413
LAADAN-AC,24,14,0,0.5885252952575684
LAADAN-AC,24,15,0,0.7664127349853516
LAADAN-AC,24,16,0,0.673843502998352
LAADAN-AC,24,17,0,0.67029869556427
LAADAN-AC,24,18,0,0.7058704495429993
LAADAN-AC,24,19,0,0.664030134677887
LAADAN-AC,24,20,0,0.7086716890335083
LAADAN-AC,24,21,0,0.6543500423431396
LAADAN-AC,24,22,0,0.7105326652526855
LAADAN-AC,24,23,0,0.733123242855072
LAADAN-AC,24,24,0,0.69447922706604
LAADAN-AC,25,0,1,0.7548044919967651
LAADAN-AC,25,1,0,0.5586876273155212
LAADAN-AC,25,2,0,0.5337329506874084
LAADAN-AC,25,3,0,0.48631083965301514
LAADAN-AC,25,4,0,0.4142850935459137
LAADAN-AC,25,5,0,0.7892378568649292
LAADAN-AC,25,6,0,0.6210757493972778
LAADAN-AC,25,7,0,0.6317735314369202
LAADAN-AC,25,8,0,0.6133466362953186
LAADAN-AC,25,9,0,0.41757887601852417
LAADAN-AC,25,10,0,0.6872018575668335
LAADAN-AC,25,11,0,0.6276654601097107
LAADAN-AC,25,12,0,0.6247461438179016
LAADAN-AC,25,13,0,0.5564419627189636
LAADAN-AC,25,14,0,0.4998416006565094
LAADAN-AC,25,15,0,0.5580421090126038
LAADAN-AC,25,16,0,0.6435236930847168
LAADAN-AC,25,17,0,0.5668043494224548
LAADAN-AC,25,18,0,0.5725799202919006
LAADAN-AC,25,19,0,0.6004924178123474
LAADAN-AC,25,20,0,0.6465189456939697
LAADAN-AC,25,21,0,0.587408721446991
LAADAN-AC,25,22,0,0.6118199825286865
LAADAN-AC,25,23,0,0.6330641508102417
LAADAN-AC,25,24,0,0.5827082395553589
Post-hoc Masked VOAC,681,0,1,1.1767816543579102
Post-hoc Masked VOAC,681,1,0,1.1710872650146484
Post-hoc Masked VOAC,681,2,0,1.1762194633483887
Post-hoc Masked VOAC,681,3,0,1.1708693504333496
Post-hoc Masked VOAC,681,4,0,1.1705000400543213
Post-hoc Masked VOAC,681,5,0,1.1841226816177368
Post-hoc Masked VOAC,681,6,0,1.1743468046188354
Post-hoc Masked VOAC,681,7,0,1.1760997772216797
Post-hoc Masked VOAC,681,8,0,1.1755552291870117
Post-hoc Masked VOAC,681,9,0,1.17364501953125
Post-hoc Masked VOAC,681,10,0,1.174823522567749
Post-hoc Masked VOAC,681,11,0,1.172877311706543
Post-hoc Masked VOAC,681,12,0,1.169692039489746
Post-hoc Masked VOAC,681,13,0,1.170454502105713
Post-hoc Masked VOAC,681,14,0,1.1738654375076294
Post-hoc Masked VOAC,681,15,0,1.1776891946792603
Post-hoc Masked VOAC,681,16,0,1.1718775033950806
Post-hoc Masked VOAC,681,17,0,1.1744599342346191
Post-hoc Masked VOAC,681,18,0,1.173519253730774
Post-hoc Masked VOAC,681,19,0,1.1747820377349854
Post-hoc Masked VOAC,681,20,0,1.181061863899231
Post-hoc Masked VOAC,681,21,0,1.174215316772461
Post-hoc Masked VOAC,681,22,0,1.1764965057373047
Post-hoc Masked VOAC,681,23,0,1.168663740158081
Post-hoc Masked VOAC,681,24,0,1.1731462478637695
Post-hoc Masked VOAC,682,0,1,1.0048017501831055
Post-hoc Masked VOAC,682,1,0,1.0063745975494385
Post-hoc Masked VOAC,682,2,0,1.0061943531036377
Post-hoc Masked VOAC,682,3,0,1.0050790309906006
Post-hoc Masked VOAC,682,4,0,1.0079256296157837
Post-hoc Masked VOAC,682,5,0,1.0085066556930542
Post-hoc Masked VOAC,682,6,0,1.005003571510315
Post-hoc Masked VOAC,682,7,0,1.0041049718856812
Post-hoc Masked VOAC,682,8,0,1.007978916168213
Post-hoc Masked VOAC,682,9,0,1.006670594215393
Post-hoc Masked VOAC,682,10,0,1.0074130296707153
Post-hoc Masked VOAC,682,11,0,1.0067977905273438
Post-hoc Masked VOAC,682,12,0,1.0052764415740967
Post-hoc Masked VOAC,682,13,0,1.0059021711349487
Post-hoc Masked VOAC,682,14,0,1.0064542293548584
Post-hoc Masked VOAC,682,15,0,1.008122444152832
Post-hoc Masked VOAC,682,16,0,1.0052969455718994
Post-hoc Masked VOAC,682,17,0,1.0075691938400269
Post-hoc Masked VOAC,682,18,0,1.0034741163253784
Post-hoc Masked VOAC,682,19,0,1.0085175037384033
Post-hoc Masked VOAC,682,20,0,1.0057017803192139
Post-hoc Masked VOAC,682,21,0,1.0079283714294434
Post-hoc Masked VOAC,682,22,0,1.0044869184494019
Post-hoc Masked VOAC,682,23,0,1.0064074993133545
Post-hoc Masked VOAC,682,24,0,1.003774881362915
Post-hoc Masked VOAC,684,0,1,1.0486130714416504
Post-hoc Masked VOAC,684,1,0,1.0521436929702759
Post-hoc Masked VOAC,684,2,0,1.0534861087799072
Post-hoc Masked VOAC,684,3,0,1.0541040897369385
Post-hoc Masked VOAC,684,4,0,1.0523877143859863
Post-hoc Masked VOAC,684,5,0,1.0442582368850708
Post-hoc Masked VOAC,684,6,0,1.0499321222305298
Post-hoc Masked VOAC,684,7,0,1.056123971939087
Post-hoc Masked VOAC,684,8,0,1.0567591190338135
Post-hoc Masked VOAC,684,9,0,1.0511698722839355
Post-hoc Masked VOAC,684,10,0,1.0626566410064697
Post-hoc Masked VOAC,684,11,0,1.0569521188735962
Post-hoc Masked VOAC,684,12,0,1.0514655113220215
Post-hoc Masked VOAC,684,13,0,1.0509440898895264
Post-hoc Masked VOAC,684,14,0,1.0555768013000488
Post-hoc Masked VOAC,684,15,0,1.0512019395828247
Post-hoc Masked VOAC,684,16,0,1.055037498474121
Post-hoc Masked VOAC,684,17,0,1.054436445236206
Post-hoc Masked VOAC,684,18,0,1.0548638105392456
Post-hoc Masked VOAC,684,19,0,1.0530507564544678
Post-hoc Masked VOAC,684,20,0,1.0618939399719238
Post-hoc Masked VOAC,684,21,0,1.055999517440796
Post-hoc Masked VOAC,684,22,0,1.055070161819458
Post-hoc Masked VOAC,684,23,0,1.0524929761886597
Post-hoc Masked VOAC,684,24,0,1.050642967224121
Post-hoc Masked VOAC,687,0,1,1.0189884901046753
Post-hoc Masked VOAC,687,1,0,1.020621418952942
Post-hoc Masked VOAC,687,2,0,1.0175420045852661
Post-hoc Masked VOAC,687,3,0,1.018253207206726
Post-hoc Masked VOAC,687,4,0,1.017749309539795
Post-hoc Masked VOAC,687,5,0,1.0303436517715454
Post-hoc Masked VOAC,687,6,0,1.0208913087844849
Post-hoc Masked VOAC,687,7,0,1.0191986560821533
Post-hoc Masked VOAC,687,8,0,1.020744800567627
Post-hoc Masked VOAC,687,9,0,1.0203287601470947
Post-hoc Masked VOAC,687,10,0,1.0172513723373413
Post-hoc Masked VOAC,687,11,0,1.020277738571167
Post-hoc Masked VOAC,687,12,0,1.0139048099517822
Post-hoc Masked VOAC,687,13,0,1.019105076789856
Post-hoc Masked VOAC,687,14,0,1.0180082321166992
Post-hoc Masked VOAC,687,15,0,1.0178430080413818
Post-hoc Masked VOAC,687,16,0,1.0201201438903809
Post-hoc Masked VOAC,687,17,0,1.0212032794952393
Post-hoc Masked VOAC,687,18,0,1.020711898803711
Post-hoc Masked VOAC,687,19,0,1.0206449031829834
Post-hoc Masked VOAC,687,20,0,1.0136101245880127
Post-hoc Masked VOAC,687,21,0,1.0201295614242554
Post-hoc Masked VOAC,687,22,0,1.013970136642456
Post-hoc Masked VOAC,687,23,0,1.0185924768447876
Post-hoc Masked VOAC,687,24,0,1.0214682817459106
Post-hoc Masked VOAC,673,0,1,1.0683685541152954
Post-hoc Masked VOAC,673,1,0,1.068414330482483
Post-hoc Masked VOAC,673,2,0,1.0677884817123413
Post-hoc Masked VOAC,673,3,0,1.0657641887664795
Post-hoc Masked VOAC,673,4,0,1.0640869140625
Post-hoc Masked VOAC,673,5,0,1.0588544607162476
Post-hoc Masked VOAC,673,6,0,1.063783049583435
Post-hoc Masked VOAC,673,7,0,1.0653365850448608
Post-hoc Masked VOAC,673,8,0,1.0676130056381226
Post-hoc Masked VOAC,673,9,0,1.0695137977600098
Post-hoc Masked VOAC,673,10,0,1.0674562454223633
Post-hoc Masked VOAC,673,11,0,1.0699896812438965
Post-hoc Masked VOAC,673,12,0,1.0673307180404663
Post-hoc Masked VOAC,673,13,0,1.0664056539535522
Post-hoc Masked VOAC,673,14,0,1.0661144256591797
Post-hoc Masked VOAC,673,15,0,1.0713801383972168
Post-hoc Masked VOAC,673,16,0,1.0688234567642212
Post-hoc Masked VOAC,673,17,0,1.068523645401001
Post-hoc Masked VOAC,673,18,0,1.0677217245101929
Post-hoc Masked VOAC,673,19,0,1.065384030342102
Post-hoc Masked VOAC,673,20,0,1.06732177734375
Post-hoc Masked VOAC,673,21,0,1.069334864616394
Post-hoc Masked VOAC,673,22,0,1.0686709880828857
Post-hoc Masked VOAC,673,23,0,1.0697847604751587
Post-hoc Masked VOAC,673,24,0,1.0678212642669678
Post-hoc Masked VOAC,679,0,1,1.0690256357192993
Post-hoc Masked VOAC,679,1,1,1.0721279382705688
Post-hoc Masked VOAC,679,2,0,1.071027398109436
Post-hoc Masked VOAC,679,3,0,1.0676535367965698
Post-hoc Masked VOAC,679,4,0,1.0687025785446167
Post-hoc Masked VOAC,679,5,0,1.0613532066345215
Post-hoc Masked VOAC,679,6,0,1.0682343244552612
Post-hoc Masked VOAC,679,7,0,1.0709619522094727
Post-hoc Masked VOAC,679,8,0,1.071281909942627
Post-hoc Masked VOAC,679,9,0,1.0705667734146118
Post-hoc Masked VOAC,679,10,0,1.0745736360549927
Post-hoc Masked VOAC,679,11,0,1.069779634475708
Post-hoc Masked VOAC,679,12,0,1.072784423828125
Post-hoc Masked VOAC,679,13,0,1.0684669017791748
Post-hoc Masked VOAC,679,14,0,1.0722211599349976
Post-hoc Masked VOAC,679,15,0,1.0709322690963745
Post-hoc Masked VOAC,679,16,0,1.0715261697769165
Post-hoc Masked VOAC,679,17,0,1.0719997882843018
Post-hoc Masked VOAC,679,18,0,1.070594310760498
Post-hoc Masked VOAC,679,19,0,1.0706266164779663
Post-hoc Masked VOAC,679,20,0,1.0738626718521118
Post-hoc Masked VOAC,679,21,0,1.072351336479187
Post-hoc Masked VOAC,679,22,0,1.0736457109451294
Post-hoc Masked VOAC,679,23,0,1.0714924335479736
Post-hoc Masked VOAC,679,24,0,1.0725290775299072
Post-hoc Masked VOAC,24,0,1,1.0936131477355957
Post-hoc Masked VOAC,24,1,0,1.0959093570709229
Post-hoc Masked VOAC,24,2,0,1.0968196392059326
Post-hoc Masked VOAC,24,3,0,1.0954569578170776
Post-hoc Masked VOAC,24,4,0,1.0950297117233276
Post-hoc Masked VOAC,24,5,0,1.0978546142578125
Post-hoc Masked VOAC,24,6,0,1.0983021259307861
Post-hoc Masked VOAC,24,7,0,1.095916986465454
Post-hoc Masked VOAC,24,8,0,1.0956670045852661
Post-hoc Masked VOAC,24,9,0,1.0955760478973389
Post-hoc Masked VOAC,24,10,0,1.094963788986206
Post-hoc Masked VOAC,24,11,0,1.0947651863098145
Post-hoc Masked VOAC,24,12,0,1.0959012508392334
Post-hoc Masked VOAC,24,13,0,1.0965204238891602
Post-hoc Masked VOAC,24,14,0,1.095304012298584
Post-hoc Masked VOAC,24,15,0,1.0958226919174194
Post-hoc Masked VOAC,24,16,0,1.0954211950302124
Post-hoc Masked VOAC,24,17,0,1.0959445238113403
Post-hoc Masked VOAC,24,18,0,1.0974491834640503
Post-hoc Masked VOAC,24,19,0,1.0945106744766235
Post-hoc Masked VOAC,24,20,0,1.0998139381408691
Post-hoc Masked VOAC,24,21,0,1.0966143608093262
Post-hoc Masked VOAC,24,22,0,1.0947843790054321
Post-hoc Masked VOAC,24,23,0,1.095324993133545
Post-hoc Masked VOAC,24,24,0,1.0976858139038086
Post-hoc Masked VOAC,25,0,1,0.8660353422164917
Post-hoc Masked VOAC,25,1,0,0.8716737627983093
Post-hoc Masked VOAC,25,2,0,0.8690334558486938
Post-hoc Masked VOAC,25,3,0,0.866284191608429
Post-hoc Masked VOAC,25,4,0,0.868332028388977
Post-hoc Masked VOAC,25,5,0,0.863565981388092
Post-hoc Masked VOAC,25,6,0,0.8667690753936768
Post-hoc Masked VOAC,25,7,0,0.8633068203926086
Post-hoc Masked VOAC,25,8,0,0.8646920323371887
Post-hoc Masked VOAC,25,9,0,0.874881386756897
Post-hoc Masked VOAC,25,10,0,0.8691872954368591
Post-hoc Masked VOAC,25,11,0,0.8693985939025879
Post-hoc Masked VOAC,25,12,0,0.8726797103881836
Post-hoc Masked VOAC,25,13,0,0.8656569719314575
Post-hoc Masked VOAC,25,14,0,0.8601230382919312
Post-hoc Masked VOAC,25,15,0,0.8756763935089111
Post-hoc Masked VOAC,25,16,0,0.8679254055023193
Post-hoc Masked VOAC,25,17,0,0.8710595965385437
Post-hoc Masked VOAC,25,18,0,0.8642399907112122
Post-hoc Masked VOAC,25,19,0,0.8672853708267212
Post-hoc Masked VOAC,25,20,0,0.8617382049560547
Post-hoc Masked VOAC,25,21,0,0.8654870390892029
Post-hoc Masked VOAC,25,22,0,0.8665869832038879
Post-hoc Masked VOAC,25,23,0,0.8746777772903442
Post-hoc Masked VOAC,25,24,0,0.8717145919799805
