epoch,loss,kl_loss,entropy,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert,soft_survival_rate,soft_inadmissibility_rate,soft_avg_return,soft_policy_entropy,soft_mean_kl_to_expert
1,2.8022780418395996,2.8022780418395996,3.212207794189453,,,,,,,,,,,,,,
2,2.7066733837127686,2.7066733837127686,3.211423873901367,,,,,,,,,,,,,,
3,2.612175703048706,2.612175703048706,3.209568738937378,,,,,,,,,,,,,,
4,2.512887954711914,2.512887954711914,3.2054975032806396,,,,,,,,,,,,,,
5,2.4129345417022705,2.4129345417022705,3.1982030868530273,,,,,,,,,,,,,,
6,2.3093297481536865,2.3093297481536865,3.187958002090454,,,,,,,,,,,,,,
7,2.2100374698638916,2.2100374698638916,3.173741579055786,,,,,,,,,,,,,,
8,2.1023671627044678,2.1023671627044678,3.1518044471740723,,,,,,,,,,,,,,
9,1.989571213722229,1.989571213722229,3.1236977577209473,,,,,,,,,,,,,,
10,1.8827717304229736,1.8827717304229736,3.085618019104004,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.30328527092933655,0.6770739803476699,0.30328527092933655,3.1374354362487793,1.9500203132629395
11,1.766306757926941,1.766306757926941,3.0410194396972656,,,,,,,,,,,,,,
12,1.6570032835006714,1.6570032835006714,2.9973011016845703,,,,,,,,,,,,,,
13,1.5398565530776978,1.5398565530776978,2.9355359077453613,,,,,,,,,,,,,,
14,1.4276114702224731,1.4276114702224731,2.8685145378112793,,,,,,,,,,,,,,
15,1.3130207061767578,1.3130207061767578,2.787471055984497,,,,,,,,,,,,,,
16,1.1986840963363647,1.1986840963363647,2.6993002891540527,,,,,,,,,,,,,,
17,1.0741883516311646,1.0741883516311646,2.5813772678375244,,,,,,,,,,,,,,
18,0.9750368595123291,0.9750368595123291,2.4724979400634766,,,,,,,,,,,,,,
19,0.8719281554222107,0.8719281554222107,2.3387701511383057,,,,,,,,,,,,,,
20,0.774064302444458,0.774064302444458,2.205648899078369,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.5027422308921814,0.4207293101993757,0.5027422308921814,2.3570756912231445,0.7912279367446899
21,0.6723045110702515,0.6723045110702515,2.0302982330322266,,,,,,,,,,,,,,
22,0.5975341200828552,0.5975341200828552,1.8722071647644043,,,,,,,,,,,,,,
23,0.5315044522285461,0.5315044522285461,1.7255611419677734,,,,,,,,,,,,,,
24,0.4751771092414856,0.4751771092414856,1.5854160785675049,,,,,,,,,,,,,,
25,0.4218578338623047,0.4218578338623047,1.4165982007980347,,,,,,,,,,,,,,
26,0.3708643317222595,0.3708643317222595,1.2539595365524292,,,,,,,,,,,,,,
27,0.33607739210128784,0.33607739210128784,1.12957763671875,,,,,,,,,,,,,,
28,0.3027088940143585,0.3027088940143585,0.9956668615341187,,,,,,,,,,,,,,
29,0.2827228605747223,0.2827228605747223,0.9045272469520569,,,,,,,,,,,,,,
30,0.26729509234428406,0.26729509234428406,0.8058082461357117,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6561566591262817,0.10683185254629725,0.6561566591262817,0.8709425926208496,0.20673778653144836
31,0.2553756535053253,0.2553756535053253,0.7318001985549927,,,,,,,,,,,,,,
32,0.24388407170772552,0.24388407170772552,0.6419180631637573,,,,,,,,,,,,,,
33,0.2301807701587677,0.2301807701587677,0.5947960019111633,,,,,,,,,,,,,,
34,0.22508154809474945,0.22508154809474945,0.5435637831687927,,,,,,,,,,,,,,
35,0.22406211495399475,0.22406211495399475,0.511272132396698,,,,,,,,,,,,,,
36,0.21649377048015594,0.21649377048015594,0.4613330066204071,,,,,,,,,,,,,,
37,0.21052207052707672,0.21052207052707672,0.44821038842201233,,,,,,,,,,,,,,
38,0.20493261516094208,0.20493261516094208,0.42804867029190063,,,,,,,,,,,,,,
39,0.20058010518550873,0.20058010518550873,0.41823068261146545,,,,,,,,,,,,,,
40,0.198316290974617,0.198316290974617,0.4072355031967163,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6775875687599182,0.03951235849027817,0.6775875687599182,0.4540284276008606,0.13208089768886566
41,0.1958445906639099,0.1958445906639099,0.3997117877006531,,,,,,,,,,,,,,
42,0.19164547324180603,0.19164547324180603,0.38995352387428284,,,,,,,,,,,,,,
43,0.18606488406658173,0.18606488406658173,0.39594683051109314,,,,,,,,,,,,,,
44,0.18537330627441406,0.18537330627441406,0.3996833860874176,,,,,,,,,,,,,,
45,0.18018949031829834,0.18018949031829834,0.4025886356830597,,,,,,,,,,,,,,
46,0.18120448291301727,0.18120448291301727,0.4116967022418976,,,,,,,,,,,,,,
47,0.17517289519309998,0.17517289519309998,0.40993160009384155,,,,,,,,,,,,,,
48,0.16949908435344696,0.16949908435344696,0.4265234172344208,,,,,,,,,,,,,,
49,0.16892488300800323,0.16892488300800323,0.42383453249931335,,,,,,,,,,,,,,
50,0.16845448315143585,0.16845448315143585,0.4299430847167969,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6755093336105347,0.036124829887390734,0.6755093336105347,0.4686940908432007,0.11816757917404175
51,0.16949401795864105,0.16949401795864105,0.43595340847969055,,,,,,,,,,,,,,
52,0.16517801582813263,0.16517801582813263,0.43686187267303467,,,,,,,,,,,,,,
53,0.16029062867164612,0.16029062867164612,0.44023004174232483,,,,,,,,,,,,,,
54,0.16123293340206146,0.16123293340206146,0.43549415469169617,,,,,,,,,,,,,,
55,0.15452180802822113,0.15452180802822113,0.44011354446411133,,,,,,,,,,,,,,
56,0.15951143205165863,0.15951143205165863,0.4406198561191559,,,,,,,,,,,,,,
57,0.15274643898010254,0.15274643898010254,0.44698575139045715,,,,,,,,,,,,,,
58,0.1517193764448166,0.1517193764448166,0.44591212272644043,,,,,,,,,,,,,,
59,0.15713082253932953,0.15713082253932953,0.4520309567451477,,,,,,,,,,,,,,
60,0.15170793235301971,0.15170793235301971,0.4572765827178955,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6788668036460876,0.032815061708868054,0.6788668036460876,0.47897690534591675,0.10308310389518738
61,0.14898821711540222,0.14898821711540222,0.4511246681213379,,,,,,,,,,,,,,
62,0.15118877589702606,0.15118877589702606,0.4535696506500244,,,,,,,,,,,,,,
63,0.14790482819080353,0.14790482819080353,0.45050767064094543,,,,,,,,,,,,,,
64,0.14649543166160583,0.14649543166160583,0.4553973376750946,,,,,,,,,,,,,,
65,0.1429285705089569,0.1429285705089569,0.4532420337200165,,,,,,,,,,,,,,
66,0.14052772521972656,0.14052772521972656,0.4523042142391205,,,,,,,,,,,,,,
67,0.1407696157693863,0.1407696157693863,0.45469823479652405,,,,,,,,,,,,,,
68,0.1392894983291626,0.1392894983291626,0.4517386257648468,,,,,,,,,,,,,,
69,0.1380295306444168,0.1380295306444168,0.4579000473022461,,,,,,,,,,,,,,
70,0.13708657026290894,0.13708657026290894,0.4552817642688751,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6799246072769165,0.032515492961648594,0.6799246072769165,0.4717895984649658,0.09315498173236847
71,0.13744603097438812,0.13744603097438812,0.4599863588809967,,,,,,,,,,,,,,
72,0.13654252886772156,0.13654252886772156,0.4495679438114166,,,,,,,,,,,,,,
73,0.1312507688999176,0.1312507688999176,0.4535811245441437,,,,,,,,,,,,,,
74,0.13126304745674133,0.13126304745674133,0.45542922616004944,,,,,,,,,,,,,,
75,0.1293976753950119,0.1293976753950119,0.4422597587108612,,,,,,,,,,,,,,
76,0.12890391051769257,0.12890391051769257,0.4569036662578583,,,,,,,,,,,,,,
77,0.13122835755348206,0.13122835755348206,0.4524572789669037,,,,,,,,,,,,,,
78,0.1265922337770462,0.1265922337770462,0.4491327702999115,,,,,,,,,,,,,,
79,0.12689507007598877,0.12689507007598877,0.45440900325775146,,,,,,,,,,,,,,
80,0.12343761324882507,0.12343761324882507,0.45257991552352905,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6806409358978271,0.03284409088099956,0.6806409358978271,0.46867674589157104,0.08781343698501587
81,0.12718717753887177,0.12718717753887177,0.46142131090164185,,,,,,,,,,,,,,
82,0.12264237552881241,0.12264237552881241,0.45009884238243103,,,,,,,,,,,,,,
83,0.12548594176769257,0.12548594176769257,0.4590393602848053,,,,,,,,,,,,,,
84,0.12053899466991425,0.12053899466991425,0.45119327306747437,,,,,,,,,,,,,,
85,0.12377423048019409,0.12377423048019409,0.45274657011032104,,,,,,,,,,,,,,
86,0.12220059335231781,0.12220059335231781,0.4581168591976166,,,,,,,,,,,,,,
87,0.12463404983282089,0.12463404983282089,0.45916077494621277,,,,,,,,,,,,,,
88,0.11934224516153336,0.11934224516153336,0.46753042936325073,,,,,,,,,,,,,,
89,0.11972357332706451,0.11972357332706451,0.46795713901519775,,,,,,,,,,,,,,
90,0.11840057373046875,0.11840057373046875,0.46170946955680847,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6820103526115417,0.03225633502533953,0.6820103526115417,0.4699203073978424,0.08316756784915924
91,0.11743037402629852,0.11743037402629852,0.4558660089969635,,,,,,,,,,,,,,
92,0.11776304244995117,0.11776304244995117,0.45384159684181213,,,,,,,,,,,,,,
93,0.11714209616184235,0.11714209616184235,0.45778894424438477,,,,,,,,,,,,,,
94,0.11782833933830261,0.11782833933830261,0.4608379602432251,,,,,,,,,,,,,,
95,0.11738820374011993,0.11738820374011993,0.46027523279190063,,,,,,,,,,,,,,
96,0.1165713369846344,0.1165713369846344,0.468586802482605,,,,,,,,,,,,,,
97,0.11410748213529587,0.11410748213529587,0.4611886441707611,,,,,,,,,,,,,,
98,0.1131848618388176,0.1131848618388176,0.4557732939720154,,,,,,,,,,,,,,
99,0.11084260046482086,0.11084260046482086,0.46427425742149353,,,,,,,,,,,,,,
100,0.11346714198589325,0.11346714198589325,0.46246564388275146,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6824193596839905,0.031639755863969735,0.6824193596839905,0.4684518575668335,0.08012031018733978
101,0.1121363490819931,0.1121363490819931,0.46566349267959595,,,,,,,,,,,,,,
102,0.10945584625005722,0.10945584625005722,0.45193541049957275,,,,,,,,,,,,,,
103,0.10979387909173965,0.10979387909173965,0.4585610032081604,,,,,,,,,,,,,,
104,0.10729271918535233,0.10729271918535233,0.459811806678772,,,,,,,,,,,,,,
105,0.10704909265041351,0.10704909265041351,0.4601488709449768,,,,,,,,,,,,,,
106,0.10962210595607758,0.10962210595607758,0.46120670437812805,,,,,,,,,,,,,,
107,0.10945920646190643,0.10945920646190643,0.4522571563720703,,,,,,,,,,,,,,
108,0.10850436240434647,0.10850436240434647,0.4481269121170044,,,,,,,,,,,,,,
109,0.10655754804611206,0.10655754804611206,0.4566912353038788,,,,,,,,,,,,,,
110,0.10586473345756531,0.10586473345756531,0.4463810324668884,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6838871240615845,0.029176486045910867,0.6838871240615845,0.44191521406173706,0.07562074065208435
111,0.10516079515218735,0.10516079515218735,0.4404314458370209,,,,,,,,,,,,,,
112,0.10549446940422058,0.10549446940422058,0.43605947494506836,,,,,,,,,,,,,,
113,0.10478868335485458,0.10478868335485458,0.441475510597229,,,,,,,,,,,,,,
114,0.10327333211898804,0.10327333211898804,0.4334567189216614,,,,,,,,,,,,,,
115,0.1012343242764473,0.1012343242764473,0.4405927062034607,,,,,,,,,,,,,,
116,0.10398875176906586,0.10398875176906586,0.44076213240623474,,,,,,,,,,,,,,
117,0.10220133513212204,0.10220133513212204,0.4322860836982727,,,,,,,,,,,,,,
118,0.10286882519721985,0.10286882519721985,0.43440738320350647,,,,,,,,,,,,,,
119,0.09953778237104416,0.09953778237104416,0.43568307161331177,,,,,,,,,,,,,,
120,0.10088205337524414,0.10088205337524414,0.4247889816761017,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6850051879882812,0.027459469446085343,0.6850051879882812,0.4244202971458435,0.07209724187850952
121,0.10309553146362305,0.10309553146362305,0.4325260818004608,,,,,,,,,,,,,,
122,0.09964914619922638,0.09964914619922638,0.41910770535469055,,,,,,,,,,,,,,
123,0.09956067055463791,0.09956067055463791,0.4438386559486389,,,,,,,,,,,,,,
124,0.09851846098899841,0.09851846098899841,0.42208459973335266,,,,,,,,,,,,,,
125,0.09680265933275223,0.09680265933275223,0.427310585975647,,,,,,,,,,,,,,
126,0.09809142351150513,0.09809142351150513,0.43627822399139404,,,,,,,,,,,,,,
127,0.09828464686870575,0.09828464686870575,0.4352671504020691,,,,,,,,,,,,,,
128,0.09705761820077896,0.09705761820077896,0.43188321590423584,,,,,,,,,,,,,,
129,0.09578098356723785,0.09578098356723785,0.42564865946769714,,,,,,,,,,,,,,
130,0.09591075778007507,0.09591075778007507,0.438492089509964,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6856937408447266,0.026731635916387247,0.6856937408447266,0.41837218403816223,0.06950689107179642
131,0.09660374373197556,0.09660374373197556,0.4302036464214325,,,,,,,,,,,,,,
132,0.09512133151292801,0.09512133151292801,0.429583877325058,,,,,,,,,,,,,,
133,0.09303361177444458,0.09303361177444458,0.42323753237724304,,,,,,,,,,,,,,
134,0.09511929750442505,0.09511929750442505,0.4330299198627472,,,,,,,,,,,,,,
135,0.09205600619316101,0.09205600619316101,0.4228539764881134,,,,,,,,,,,,,,
136,0.09198396652936935,0.09198396652936935,0.41133496165275574,,,,,,,,,,,,,,
137,0.09277556836605072,0.09277556836605072,0.4176129698753357,,,,,,,,,,,,,,
138,0.09172242879867554,0.09172242879867554,0.41777437925338745,,,,,,,,,,,,,,
139,0.09228461980819702,0.09228461980819702,0.4152301251888275,,,,,,,,,,,,,,
140,0.09306816011667252,0.09306816011667252,0.41367819905281067,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6867967844009399,0.025537016221362938,0.6867967844009399,0.4060584604740143,0.06679277867078781
141,0.09583251178264618,0.09583251178264618,0.42258089780807495,,,,,,,,,,,,,,
142,0.09035816788673401,0.09035816788673401,0.4279169738292694,,,,,,,,,,,,,,
143,0.09123934805393219,0.09123934805393219,0.416736900806427,,,,,,,,,,,,,,
144,0.0888872966170311,0.0888872966170311,0.42110133171081543,,,,,,,,,,,,,,
145,0.0913553535938263,0.0913553535938263,0.4136762022972107,,,,,,,,,,,,,,
146,0.09193362295627594,0.09193362295627594,0.42169618606567383,,,,,,,,,,,,,,
147,0.09040525555610657,0.09040525555610657,0.423088401556015,,,,,,,,,,,,,,
148,0.08985614031553268,0.08985614031553268,0.42794090509414673,,,,,,,,,,,,,,
149,0.08810491859912872,0.08810491859912872,0.4162667989730835,,,,,,,,,,,,,,
150,0.08837968111038208,0.08837968111038208,0.40939605236053467,0.7001627683639526,0.7001627683639526,0.29983723163604736,26.200546264648438,0.0,0.9978345632553101,0.9168972969055176,-0.0,0.5709724426269531,0.6870754957199097,0.02531924571270527,0.6870754957199097,0.4036816954612732,0.06515081971883774
151,0.09022492915391922,0.09022492915391922,0.42049145698547363,,,,,,,,,,,,,,
152,0.08577091991901398,0.08577091991901398,0.4148492217063904,,,,,,,,,,,,,,
153,0.08703488856554031,0.08703488856554031,0.4166385233402252,,,,,,,,,,,,,,
154,0.08849705010652542,0.08849705010652542,0.41267257928848267,,,,,,,,,,,,,,
155,0.09052520990371704,0.09052520990371704,0.4180457293987274,,,,,,,,,,,,,,
156,0.08797810971736908,0.08797810971736908,0.4169647693634033,,,,,,,,,,,,,,
157,0.08733393996953964,0.08733393996953964,0.41322240233421326,,,,,,,,,,,,,,
158,0.08768731355667114,0.08768731355667114,0.41619357466697693,,,,,,,,,,,,,,
