avg_length,avg_return,cost_budget,expert_argmax_match,inadmissibility_rate,mean_action_deviation_from_expert,mean_kl_to_expert,mortality_rate,policy_entropy,soft_avg_return,soft_inadmissibility_rate,soft_mean_kl_to_expert,soft_policy_entropy,soft_survival_rate,survival_rate,trajectory_mean_action_jump,trajectory_normalised_action_jump,uses_action_mask,uses_lagrangian,variant_folder,variant_name
8.172890663146973,0.8075860738754272,0.0,0.7206900119781494,0.0,2.2705349922180176,4.8650970458984375,0.19241392612457275,-0.0,0.7794535756111145,0.0,0.038161903619766235,0.546593189239502,0.7794535756111145,0.8075860738754272,3.6360193287188194,0.15150080536328414,True,False,posthoc_masked_voac,Post-hoc Masked VOAC
