epoch,loss,td_loss,cql_loss,avg_return,survival_rate,mortality_rate,avg_length,inadmissibility_rate,expert_argmax_match,mean_kl_to_expert,policy_entropy,mean_action_deviation_from_expert
1,1.6991037130355835,0.05632304027676582,3.2855613231658936,,,,,,,,,
2,1.6581292152404785,0.052781958132982254,3.2106945514678955,,,,,,,,,
3,1.6205617189407349,0.05007457733154297,3.140974283218384,,,,,,,,,
4,1.5838969945907593,0.048601001501083374,3.070591926574707,,,,,,,,,
5,1.547414779663086,0.04809391126036644,2.9986417293548584,,,,,,,,,
6,1.5134341716766357,0.04814596846699715,2.9305763244628906,,,,,,,,,
7,1.4764033555984497,0.049259886145591736,2.8542869091033936,,,,,,,,,
8,1.4414753913879395,0.051434554159641266,2.7800817489624023,,,,,,,,,
9,1.4079526662826538,0.05466119945049286,2.706583023071289,,,,,,,,,
10,1.3728734254837036,0.06097656115889549,2.623793840408325,,,,,,,,,
11,1.3420029878616333,0.06694505363702774,2.5501158237457275,,,,,,,,,
12,1.307413101196289,0.07562343776226044,2.4635794162750244,,,,,,,,,
13,1.2758009433746338,0.0859857127070427,2.3796305656433105,,,,,,,,,
14,1.2463626861572266,0.09784313291311264,2.297039031982422,,,,,,,,,
15,1.2187871932983398,0.11135601997375488,2.21486234664917,,,,,,,,,
16,1.1933753490447998,0.1270003318786621,2.1327500343322754,,,,,,,,,
17,1.1683462858200073,0.1441594362258911,2.0483736991882324,,,,,,,,,
18,1.144443154335022,0.15990251302719116,1.9690812826156616,,,,,,,,,
19,1.1239502429962158,0.17871402204036713,1.890472412109375,,,,,,,,,
20,1.108398675918579,0.19946937263011932,1.8178586959838867,,,,,,,,,
21,1.0889356136322021,0.2204335331916809,1.737004280090332,,,,,,,,,
22,1.0778785943984985,0.23686696588993073,1.6820231676101685,,,,,,,,,
23,1.0710093975067139,0.2615097463130951,1.6189993619918823,,,,,,,,,
24,1.0589039325714111,0.2749878764152527,1.567832112312317,,,,,,,,,
25,1.04517662525177,0.28839415311813354,1.513564944267273,,,,,,,,,
26,1.0430126190185547,0.30988502502441406,1.4662551879882812,,,,,,,,,
27,1.0288770198822021,0.31884387135505676,1.420066237449646,,,,,,,,,
28,1.0250204801559448,0.33464333415031433,1.3807543516159058,,,,,,,,,
29,1.0171291828155518,0.3422551155090332,1.3497480154037476,,,,,,,,,
30,1.0061646699905396,0.34671539068222046,1.3188985586166382,,,,,,,,,
31,1.0092437267303467,0.3654560148715973,1.2875754833221436,,,,,,,,,
32,0.9970860481262207,0.3643564283847809,1.2654592990875244,,,,,,,,,
33,0.994430422782898,0.3662120997905731,1.2564365863800049,,,,,,,,,
34,0.9917351007461548,0.3636249899864197,1.2562202215194702,,,,,,,,,
35,0.9856754541397095,0.36401963233947754,1.2433116436004639,,,,,,,,,
36,0.9837812185287476,0.36500537395477295,1.2375516891479492,,,,,,,,,
37,0.9812807440757751,0.36029595136642456,1.2419695854187012,,,,,,,,,
38,0.9765819907188416,0.3580758571624756,1.237012267112732,,,,,,,,,
39,0.9731992483139038,0.3506578207015991,1.2450828552246094,,,,,,,,,
40,0.97247314453125,0.3473235070705414,1.2502992153167725,,,,,,,,,
41,0.9693057537078857,0.3417682945728302,1.2550748586654663,,,,,,,,,
42,0.9690543413162231,0.33782342076301575,1.2624619007110596,,,,,,,,,
43,0.9673126935958862,0.3360089957714081,1.262607455253601,,,,,,,,,
44,0.963711142539978,0.3277965784072876,1.2718291282653809,,,,,,,,,
45,0.9607627391815186,0.323434442281723,1.2746565341949463,,,,,,,,,
46,0.9600980281829834,0.3216503858566284,1.27689528465271,,,,,,,,,
47,0.957244873046875,0.321914404630661,1.2706609964370728,,,,,,,,,
48,0.956475555896759,0.3252912759780884,1.2623685598373413,,,,,,,,,
49,0.9573073387145996,0.3307240605354309,1.2531665563583374,,,,,,,,,
50,0.9520628452301025,0.3263208568096161,1.2514839172363281,,,,,,,,,
51,0.9487818479537964,0.3330744206905365,1.2314149141311646,,,,,,,,,
52,0.9502497911453247,0.3415795564651489,1.2173404693603516,,,,,,,,,
53,0.9473175406455994,0.3413785696029663,1.2118779420852661,,,,,,,,,
54,0.9452667236328125,0.35624465346336365,1.178044080734253,,,,,,,,,
55,0.9445437788963318,0.3589830994606018,1.17112135887146,,,,,,,,,
56,0.946013867855072,0.36965274810791016,1.1527222394943237,,,,,,,,,
57,0.9464256763458252,0.3668268024921417,1.1591976881027222,,,,,,,,,
58,0.9446303844451904,0.37217608094215393,1.1449086666107178,,,,,,,,,
59,0.9456615447998047,0.3691268563270569,1.1530693769454956,,,,,,,,,
60,0.9413926601409912,0.36417827010154724,1.1544288396835327,,,,,,,,,
61,0.9469014406204224,0.3712264895439148,1.1513499021530151,,,,,,,,,
62,0.9426966905593872,0.36220431327819824,1.160984754562378,,,,,,,,,
63,0.9441781044006348,0.3663512170314789,1.1556538343429565,,,,,,,,,
64,0.9409550428390503,0.3636854887008667,1.1545391082763672,,,,,,,,,
65,0.9447622299194336,0.3677580952644348,1.1540082693099976,,,,,,,,,
