seed,voac_fraction_states_with_inadmissible_greedy_action,voac_mean_state_inadmissibility,posthoc_mean_state_inadmissibility,laadan_mean_state_inadmissibility,posthoc_mask_intervention_rate,voac_mean_soft_inadmissible_probability_mass,laadan_mean_soft_inadmissible_probability_mass
42,0.4215686274509804,0.4215686274509804,0.0,0.0,0.4215686274509804,0.8641557906237783,0.0
43,0.42296918767507,0.42296918767507,0.0,0.0,0.42296918767507,0.8642591420829776,0.0
44,0.42436974789915966,0.42436974789915966,0.0,0.0,0.42436974789915966,0.8622213198623362,0.0
45,0.42436974789915966,0.42436974789915966,0.0,0.0,0.42436974789915966,0.863775128899116,0.0
46,0.4215686274509804,0.4215686274509804,0.0,0.0,0.4215686274509804,0.861714856349537,0.0
